"Year","Intent","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2016","Legal Intervention","Males","New Jersey","--","4,331,875","--","--","--"
"2016","Legal Intervention","Males","New Mexico","16**","1,036,039","1.54**","1.62**","486"
"2016","Legal Intervention","Males","New York","11**","9,531,434","0.12**","0.12**","297"
"2016","Legal Intervention","Males","North Carolina","24","4,946,760","0.49","0.49","618"
"2016","Legal Intervention","Males","Ohio","15**","5,702,499","0.26**","0.26**","333"
"2016","Legal Intervention","Males","Oregon","11**","2,028,093","0.54**","0.58**","297"
"2016","Legal Intervention","Males","Pennsylvania","14**","6,261,453","0.22**","0.23**","359"
"2016","Legal Intervention","Males","Rhode Island","--","514,154","--","--","--"
"2016","Legal Intervention","Males","South Carolina","--","2,409,206","--","--","--"
"2016","Legal Intervention","Males","South Dakota","--","435,481","--","--","--"
"2016","Legal Intervention","Males","Tennessee","--","3,244,464","--","--","--"
"2016","Legal Intervention","Males","Texas","33","13,865,227","0.24","0.24","933"
"2016","Legal Intervention","Males","Utah","--","1,532,337","--","--","--"
"2016","Legal Intervention","Males","Vermont","--","308,324","--","--","--"
"2016","Legal Intervention","Males","Virginia","11**","4,141,183","0.27**","0.25**","304"
"2016","Legal Intervention","Males","Washington","17**","3,649,869","0.47**","0.47**","388"
"2016","Legal Intervention","Males","West Virginia","11**","906,410","1.21**","1.05**","202"
"2016","Legal Intervention","Males","Wisconsin","--","2,871,655","--","--","--"
"2016","Legal Intervention","Females","Alabama","--","2,509,613","--","--","--"
"2016","Legal Intervention","Females","Arizona","--","3,492,446","--","--","--"
"2016","Legal Intervention","Females","California","--","19,696,031","--","--","--"
"2016","Legal Intervention","Females","Colorado","--","2,755,067","--","--","--"
"2016","Legal Intervention","Females","Florida","--","10,540,185","--","--","--"
"2016","Legal Intervention","Females","Georgia","--","5,290,447","--","--","--"
"2016","Legal Intervention","Females","Maryland","--","3,095,485","--","--","--"
"2016","Legal Intervention","Females","Massachusetts","0**","3,515,076","0.00**","0.00**","--"
"2016","Legal Intervention","Females","New York","--","10,104,957","--","--","--"
"2016","Legal Intervention","Females","Pennsylvania","--","6,527,015","--","--","--"
"2016","Legal Intervention","Females","Rhode Island","0**","543,662","0.00**","0.00**","--"
"2016","Legal Intervention","Females","Tennessee","--","3,406,813","--","--","--"
"2016","Legal Intervention","Females","Texas","--","14,048,837","--","--","--"
"2016","Legal Intervention","Females","Washington","--","3,650,092","--","--","--"
"2016","Legal Intervention","Females","Wisconsin","--","2,903,515","--","--","--"
"2016","Suicide","Males","Alabama","444","2,357,211","18.84","18.22","7,877"
"2016","Suicide","Males","Alaska","96","388,632","24.70","23.27","2,777"
"2016","Suicide","Males","Arizona","638","3,452,321","18.48","17.53","9,485"
"2016","Suicide","Males","Arkansas","259","1,469,966","17.62","16.81","4,136"
"2016","Suicide","Males","California","1,413","19,453,155","7.26","7.24","21,832"
"2016","Suicide","Males","Colorado","525","2,788,777","18.83","18.54","10,431"
"2016","Suicide","Males","Connecticut","101","1,745,932","5.79","5.15","1,317"
"2016","Suicide","Males","Delaware","56","459,497","12.19","10.92","675"
"2016","Suicide","Males","District of Columbia","--","326,511","--","--","--"
"2016","Suicide","Males","Florida","1,394","10,087,052","13.82","12.18","19,241"
"2016","Suicide","Males","Georgia","724","5,017,995","14.43","14.21","13,828"
"2016","Suicide","Males","Hawaii","32","718,175","4.46","4.09","632"
"2016","Suicide","Males","Idaho","179","843,658","21.22","21.28","3,315"
"2016","Suicide","Males","Illinois","458","6,297,836","7.27","7.07","7,036"
"2016","Suicide","Males","Indiana","506","3,271,847","15.47","15.06","8,999"
"2016","Suicide","Males","Iowa","212","1,558,017","13.61","13.44","4,170"
"2016","Suicide","Males","Kansas","228","1,451,334","15.71","15.79","4,685"
"2016","Suicide","Males","Kentucky","410","2,187,199","18.75","18.76","7,357"
"2016","Suicide","Males","Louisiana","346","2,289,335","15.11","15.00","6,389"
"2016","Suicide","Males","Maine","102","652,321","15.64","13.84","1,815"
"2016","Suicide","Males","Maryland","227","2,911,529","7.80","7.48","3,554"
"2016","Suicide","Males","Massachusetts","133","3,312,204","4.02","3.78","2,143"
"2016","Suicide","Males","Michigan","628","4,898,650","12.82","12.26","11,368"
"2016","Suicide","Males","Minnesota","300","2,750,016","10.91","10.53","5,641"
"2016","Suicide","Males","Mississippi","221","1,450,463","15.24","15.17","4,398"
"2016","Suicide","Males","Missouri","548","2,989,883","18.33","17.87","11,114"
"2016","Suicide","Males","Montana","143","524,720","27.25","27.10","3,004"
"2016","Suicide","Males","Nebraska","108","950,744","11.36","11.35","2,500"
"2016","Suicide","Males","Nevada","283","1,465,784","19.31","19.06","4,474"
"2016","Suicide","Males","New Hampshire","108","665,369","16.23","15.49","1,929"
"2016","Suicide","Males","New Jersey","166","4,331,875","3.83","3.66","2,262"
"2016","Suicide","Males","New Mexico","205","1,036,039","19.79","19.03","3,552"
"2016","Suicide","Males","New York","452","9,531,434","4.74","4.51","6,788"
"2016","Suicide","Males","North Carolina","648","4,946,760","13.10","12.69","11,468"
"2016","Suicide","Males","North Dakota","66","388,106","17.01","17.44","1,372"
"2016","Suicide","Males","Ohio","809","5,702,499","14.19","13.52","14,382"
"2016","Suicide","Males","Oklahoma","441","1,946,039","22.66","22.47","8,625"
"2016","Suicide","Males","Oregon","355","2,028,093","17.50","16.52","5,574"
"2016","Suicide","Males","Pennsylvania","858","6,261,453","13.70","12.83","14,519"
"2016","Suicide","Males","Rhode Island","31","514,154","6.03","5.30","393"
"2016","Suicide","Males","South Carolina","428","2,409,206","17.77","16.90","7,326"
"2016","Suicide","Males","South Dakota","71","435,481","16.30","17.33","1,532"
"2016","Suicide","Males","Tennessee","566","3,244,464","17.45","16.96","9,834"
"2016","Suicide","Males","Texas","1,685","13,865,227","12.15","12.64","33,164"
"2016","Suicide","Males","Utah","264","1,532,337","17.23","19.15","5,744"
"2016","Suicide","Males","Vermont","66","308,324","21.41","19.00","1,041"
"2016","Suicide","Males","Virginia","566","4,141,183","13.67","13.14","9,880"
"2016","Suicide","Males","Washington","457","3,649,869","12.52","12.01","8,228"
"2016","Suicide","Males","West Virginia","199","906,410","21.96","20.24","3,173"
"2016","Suicide","Males","Wisconsin","412","2,871,655","14.35","13.81","8,274"
"2016","Suicide","Males","Wyoming","75","298,952","25.09","25.63","1,360"
"2016","Suicide","Females","Alabama","106","2,509,613","4.22","4.03","1,790"
"2016","Suicide","Females","Alaska","17**","353,943","4.80**","4.35**","445"
"2016","Suicide","Females","Arizona","117","3,492,446","3.35","3.20","2,229"
"2016","Suicide","Females","Arkansas","72","1,521,849","4.73","4.62","1,401"
"2016","Suicide","Females","California","182","19,696,031","0.92","0.86","2,825"
"2016","Suicide","Females","Colorado","88","2,755,067","3.19","3.14","1,832"
"2016","Suicide","Females","Connecticut","--","1,833,898","--","--","--"
"2016","Suicide","Females","Delaware","--","490,492","--","--","--"
"2016","Suicide","Females","District of Columbia","0**","361,065","0.00**","0.00**","--"
"2016","Suicide","Females","Florida","278","10,540,185","2.64","2.45","4,528"
"2016","Suicide","Females","Georgia","147","5,290,447","2.78","2.62","2,731"
"2016","Suicide","Females","Hawaii","--","710,710","--","--","--"
"2016","Suicide","Females","Idaho","36","840,378","4.28","4.52","785"
"2016","Suicide","Females","Illinois","48","6,523,873","0.74","0.72","1,107"
"2016","Suicide","Females","Indiana","85","3,366,051","2.53","2.49","1,793"
"2016","Suicide","Females","Iowa","16**","1,575,193","1.02**","1.16**","359"
"2016","Suicide","Females","Kansas","29","1,461,643","1.98","2.08","622"
"2016","Suicide","Females","Kentucky","85","2,253,107","3.77","3.67","1,619"
"2016","Suicide","Females","Louisiana","94","2,392,011","3.93","3.79","2,011"
"2016","Suicide","Females","Maine","10**","680,027","1.47**","1.37**","138"
"2016","Suicide","Females","Maryland","24","3,095,485","0.78","0.83","454"
"2016","Suicide","Females","Massachusetts","--","3,515,076","--","--","--"
"2016","Suicide","Females","Michigan","89","5,055,467","1.76","1.65","1,540"
"2016","Suicide","Females","Minnesota","32","2,775,344","1.15","1.19","714"
"2016","Suicide","Females","Mississippi","47","1,540,132","3.05","2.95","819"
"2016","Suicide","Females","Missouri","102","3,101,501","3.29","3.21","2,031"
"2016","Suicide","Females","Montana","19**","517,417","3.67**","4.04**","410"
"2016","Suicide","Females","Nebraska","--","955,739","--","--","--"
"2016","Suicide","Females","Nevada","51","1,453,771","3.51","3.24","777"
"2016","Suicide","Females","New Hampshire","15**","678,325","2.21**","2.09**","308"
"2016","Suicide","Females","New Jersey","10**","4,541,709","0.22**","0.18**","143"
"2016","Suicide","Females","New Mexico","38","1,056,516","3.60","3.37","647"
"2016","Suicide","Females","New York","38","10,104,957","0.38","0.36","748"
"2016","Suicide","Females","North Carolina","140","5,215,042","2.69","2.55","2,510"
"2016","Suicide","Females","North Dakota","--","368,008","--","--","--"
"2016","Suicide","Females","Ohio","117","5,937,561","1.97","1.86","2,212"
"2016","Suicide","Females","Oklahoma","76","1,982,104","3.83","3.96","1,591"
"2016","Suicide","Females","Oregon","59","2,065,178","2.86","2.65","917"
"2016","Suicide","Females","Pennsylvania","118","6,527,015","1.81","1.76","2,226"
"2016","Suicide","Females","Rhode Island","--","543,662","--","--","--"
"2016","Suicide","Females","South Carolina","97","2,553,825","3.80","3.65","1,779"
"2016","Suicide","Females","South Dakota","13**","428,212","3.04**","3.43**","233"
"2016","Suicide","Females","Tennessee","109","3,406,813","3.20","3.12","1,983"
"2016","Suicide","Females","Texas","331","14,048,837","2.36","2.35","6,956"
"2016","Suicide","Females","Utah","45","1,511,904","2.98","3.03","1,082"
"2016","Suicide","Females","Vermont","--","316,042","--","--","--"
"2016","Suicide","Females","Virginia","105","4,276,468","2.46","2.32","2,109"
"2016","Suicide","Females","Washington","58","3,650,092","1.59","1.47","1,072"
"2016","Suicide","Females","West Virginia","39","926,025","4.21","4.34","785"
"2016","Suicide","Females","Wisconsin","43","2,903,515","1.48","1.42","884"
"2016","Suicide","Females","Wyoming","12**","286,291","4.19**","4.29**","170"
"2016","Undetermined","Males","Alabama","--","2,357,211","--","--","--"
"2016","Undetermined","Males","Alaska","--","388,632","--","--","--"
"2016","Undetermined","Males","Arizona","10**","3,452,321","0.29**","0.25**","285"
"2016","Undetermined","Males","Arkansas","--","1,469,966","--","--","--"
"2016","Undetermined","Males","California","--","19,453,155","--","--","--"
"2016","Undetermined","Males","Colorado","--","2,788,777","--","--","--"
"2016","Undetermined","Males","Connecticut","--","1,745,932","--","--","--"
"2016","Undetermined","Males","Florida","10**","10,087,052","0.10**","0.11**","278"
"2016","Undetermined","Males","Georgia","--","5,017,995","--","--","--"
"2016","Undetermined","Males","Illinois","--","6,297,836","--","--","--"
"2016","Undetermined","Males","Indiana","--","3,271,847","--","--","--"
"2016","Undetermined","Males","Iowa","--","1,558,017","--","--","--"
"2016","Undetermined","Males","Kansas","--","1,451,334","--","--","--"
"2016","Undetermined","Males","Kentucky","--","2,187,199","--","--","--"
"2016","Undetermined","Males","Louisiana","--","2,289,335","--","--","--"
"2016","Undetermined","Males","Maryland","--","2,911,529","--","--","--"
"2016","Undetermined","Males","Massachusetts","--","3,312,204","--","--","--"
"2016","Undetermined","Males","Michigan","11**","4,898,650","0.23**","0.24**","317"
"2016","Undetermined","Males","Minnesota","--","2,750,016","--","--","--"
"2016","Undetermined","Males","Mississippi","--","1,450,463","--","--","--"
"2016","Undetermined","Males","Missouri","--","2,989,883","--","--","--"
"2016","Undetermined","Males","Montana","--","524,720","--","--","--"
"2016","Undetermined","Males","Nevada","--","1,465,784","--","--","--"
"2016","Undetermined","Males","New Jersey","--","4,331,875","--","--","--"
"2016","Undetermined","Males","New Mexico","--","1,036,039","--","--","--"
"2016","Undetermined","Males","New York","--","9,531,434","--","--","--"
"2016","Undetermined","Males","North Carolina","10**","4,946,760","0.20**","0.21**","251"
"2016","Undetermined","Males","Ohio","12**","5,702,499","0.21**","0.23**","264"
"2016","Undetermined","Males","Oklahoma","--","1,946,039","--","--","--"
"2016","Undetermined","Males","Oregon","--","2,028,093","--","--","--"
"2016","Undetermined","Males","Pennsylvania","--","6,261,453","--","--","--"
"2016","Undetermined","Males","Rhode Island","0**","514,154","0.00**","0.00**","--"
"2016","Undetermined","Males","South Carolina","--","2,409,206","--","--","--"
"2016","Undetermined","Males","Tennessee","--","3,244,464","--","--","--"
"2016","Undetermined","Males","Texas","23","13,865,227","0.17","0.16","803"
"2016","Undetermined","Males","Utah","--","1,532,337","--","--","--"
"2016","Undetermined","Males","Virginia","--","4,141,183","--","--","--"
"2016","Undetermined","Males","Washington","--","3,649,869","--","--","--"
"2016","Undetermined","Males","Wisconsin","--","2,871,655","--","--","--"
"2016","Undetermined","Males","Wyoming","--","298,952","--","--","--"
"2016","Undetermined","Females","Alabama","--","2,509,613","--","--","--"
"2016","Undetermined","Females","Alaska","--","353,943","--","--","--"
"2016","Undetermined","Females","Arizona","--","3,492,446","--","--","--"
"2016","Undetermined","Females","Arkansas","--","1,521,849","--","--","--"
"2016","Undetermined","Females","California","--","19,696,031","--","--","--"
"2016","Undetermined","Females","Colorado","--","2,755,067","--","--","--"
"2016","Undetermined","Females","Florida","--","10,540,185","--","--","--"
"2016","Undetermined","Females","Georgia","--","5,290,447","--","--","--"
"2016","Undetermined","Females","Hawaii","0**","710,710","0.00**","0.00**","--"
"2016","Undetermined","Females","Illinois","--","6,523,873","--","--","--"
"2016","Undetermined","Females","Indiana","--","3,366,051","--","--","--"
"2016","Undetermined","Females","Kentucky","--","2,253,107","--","--","--"
"2016","Undetermined","Females","Louisiana","--","2,392,011","--","--","--"
"2016","Undetermined","Females","Maine","0**","680,027","0.00**","0.00**","--"
"2016","Undetermined","Females","Michigan","--","5,055,467","--","--","--"
"2016","Undetermined","Females","Minnesota","--","2,775,344","--","--","--"
"2016","Undetermined","Females","Mississippi","--","1,540,132","--","--","--"
"2016","Undetermined","Females","Missouri","--","3,101,501","--","--","--"
"2016","Undetermined","Females","Montana","--","517,417","--","--","--"
"2016","Undetermined","Females","Nebraska","--","955,739","--","--","--"
