"Year","Intent","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2022","Homicide","10 to 14","New Hampshire","0**","73,777","0.00**","--","--"
"2022","Homicide","10 to 14","New Jersey","--","572,948","--","--","--"
"2022","Homicide","10 to 14","New Mexico","--","137,500","--","--","--"
"2022","Homicide","10 to 14","New York","10**","1,128,498","0.89**","--","519"
"2022","Homicide","10 to 14","North Carolina","11**","660,316","1.67**","--","571"
"2022","Homicide","10 to 14","North Dakota","0**","50,496","0.00**","--","--"
"2022","Homicide","10 to 14","Ohio","15**","732,227","2.05**","--","787"
"2022","Homicide","10 to 14","Oklahoma","--","275,405","--","--","--"
"2022","Homicide","10 to 14","Pennsylvania","15**","756,526","1.98**","--","782"
"2022","Homicide","10 to 14","Rhode Island","0**","57,671","0.00**","--","--"
"2022","Homicide","10 to 14","South Carolina","13**","325,687","3.99**","--","679"
"2022","Homicide","10 to 14","Tennessee","--","438,036","--","--","--"
"2022","Homicide","10 to 14","Texas","48","2,150,307","2.23","--","2,546"
"2022","Homicide","10 to 14","Utah","--","272,743","--","--","--"
"2022","Homicide","10 to 14","Virginia","--","533,136","--","--","--"
"2022","Homicide","10 to 14","Washington","--","473,078","--","--","--"
"2022","Homicide","10 to 14","West Virginia","--","102,960","--","--","--"
"2022","Homicide","10 to 14","Wisconsin","--","363,289","--","--","--"
"2022","Homicide","15 to 19","Alabama","75","334,114","22.45","--","3,551"
"2022","Homicide","15 to 19","Alaska","--","45,200","--","--","--"
"2022","Homicide","15 to 19","Arizona","69","486,307","14.19","--","3,273"
"2022","Homicide","15 to 19","Arkansas","50","203,124","24.62","--","2,370"
"2022","Homicide","15 to 19","California","184","2,564,615","7.18","--","8,745"
"2022","Homicide","15 to 19","Colorado","43","373,129","11.52","--","2,045"
"2022","Homicide","15 to 19","Connecticut","15**","247,002","6.07**","--","721"
"2022","Homicide","15 to 19","Delaware","--","63,177","--","--","--"
"2022","Homicide","15 to 19","District of Columbia","23","36,412","63.17","--","1,108"
"2022","Homicide","15 to 19","Florida","144","1,269,958","11.34","--","6,842"
"2022","Homicide","15 to 19","Georgia","165","753,593","21.90","--","7,849"
"2022","Homicide","15 to 19","Hawaii","--","77,426","--","--","--"
"2022","Homicide","15 to 19","Idaho","--","146,646","--","--","--"
"2022","Homicide","15 to 19","Illinois","151","821,799","18.37","--","7,190"
"2022","Homicide","15 to 19","Indiana","69","463,294","14.89","--","3,277"
"2022","Homicide","15 to 19","Iowa","--","222,071","--","--","--"
"2022","Homicide","15 to 19","Kansas","12**","206,642","5.81**","--","577"
"2022","Homicide","15 to 19","Kentucky","32","287,015","11.15","--","1,508"
"2022","Homicide","15 to 19","Louisiana","113","300,780","37.57","--","5,386"
"2022","Homicide","15 to 19","Maryland","62","388,243","15.97","--","2,937"
"2022","Homicide","15 to 19","Massachusetts","11**","449,051","2.45**","--","526"
"2022","Homicide","15 to 19","Michigan","60","638,504","9.40","--","2,844"
"2022","Homicide","15 to 19","Minnesota","16**","374,341","4.27**","--","773"
"2022","Homicide","15 to 19","Mississippi","70","207,007","33.82","--","3,323"
"2022","Homicide","15 to 19","Missouri","98","400,406","24.48","--","4,618"
"2022","Homicide","15 to 19","Montana","--","68,745","--","--","--"
"2022","Homicide","15 to 19","Nebraska","--","137,456","--","--","--"
"2022","Homicide","15 to 19","Nevada","18**","192,118","9.37**","--","850"
"2022","Homicide","15 to 19","New Jersey","29","576,810","5.03","--","1,371"
"2022","Homicide","15 to 19","New Mexico","27","143,139","18.86","--","1,294"
"2022","Homicide","15 to 19","New York","61","1,194,568","5.11","--","2,884"
"2022","Homicide","15 to 19","North Carolina","119","705,170","16.88","--","5,650"
"2022","Homicide","15 to 19","Ohio","109","750,454","14.53","--","5,168"
"2022","Homicide","15 to 19","Oklahoma","26","276,917","9.39","--","1,238"
"2022","Homicide","15 to 19","Oregon","15**","250,767","5.98**","--","710"
"2022","Homicide","15 to 19","Pennsylvania","116","833,463","13.92","--","5,493"
"2022","Homicide","15 to 19","Rhode Island","--","71,843","--","--","--"
"2022","Homicide","15 to 19","South Carolina","75","342,071","21.93","--","3,585"
"2022","Homicide","15 to 19","South Dakota","--","61,348","--","--","--"
"2022","Homicide","15 to 19","Tennessee","97","440,419","22.02","--","4,603"
"2022","Homicide","15 to 19","Texas","293","2,152,692","13.61","--","13,913"
"2022","Homicide","15 to 19","Utah","--","274,221","--","--","--"
"2022","Homicide","15 to 19","Vermont","--","41,564","--","--","--"
"2022","Homicide","15 to 19","Virginia","72","557,946","12.90","--","3,422"
"2022","Homicide","15 to 19","Washington","25","459,601","5.44","--","1,197"
"2022","Homicide","15 to 19","West Virginia","--","107,985","--","--","--"
"2022","Homicide","15 to 19","Wisconsin","38","383,560","9.91","--","1,814"
"2022","Homicide","15 to 19","Wyoming","--","39,138","--","--","--"
"2022","Homicide","20 to 24","Alabama","117","355,450","32.92","--","5,059"
"2022","Homicide","20 to 24","Alaska","--","52,144","--","--","--"
"2022","Homicide","20 to 24","Arizona","69","525,749","13.12","--","2,977"
"2022","Homicide","20 to 24","Arkansas","44","211,870","20.77","--","1,902"
"2022","Homicide","20 to 24","California","228","2,651,334","8.60","--","9,845"
"2022","Homicide","20 to 24","Colorado","46","402,370","11.43","--","1,981"
"2022","Homicide","20 to 24","Connecticut","27","243,660","11.08","--","1,161"
"2022","Homicide","20 to 24","Delaware","12**","61,460","19.53**","--","523"
"2022","Homicide","20 to 24","District of Columbia","23","48,094","47.82","--","984"
"2022","Homicide","20 to 24","Florida","208","1,349,949","15.41","--","8,983"
"2022","Homicide","20 to 24","Georgia","186","774,600","24.01","--","7,958"
"2022","Homicide","20 to 24","Hawaii","--","90,645","--","--","--"
"2022","Homicide","20 to 24","Idaho","--","134,671","--","--","--"
"2022","Homicide","20 to 24","Illinois","172","850,012","20.24","--","7,405"
"2022","Homicide","20 to 24","Indiana","84","495,248","16.96","--","3,619"
"2022","Homicide","20 to 24","Iowa","16**","236,639","6.76**","--","691"
"2022","Homicide","20 to 24","Kansas","16**","224,218","7.14**","--","688"
"2022","Homicide","20 to 24","Kentucky","37","308,953","11.98","--","1,612"
"2022","Homicide","20 to 24","Louisiana","149","315,325","47.25","--","6,420"
"2022","Homicide","20 to 24","Maine","--","78,650","--","--","--"
"2022","Homicide","20 to 24","Maryland","108","384,265","28.11","--","4,669"
"2022","Homicide","20 to 24","Massachusetts","17**","494,871","3.44**","--","730"
"2022","Homicide","20 to 24","Michigan","103","700,513","14.70","--","4,435"
"2022","Homicide","20 to 24","Minnesota","27","370,991","7.28","--","1,158"
"2022","Homicide","20 to 24","Mississippi","86","210,325","40.89","--","3,699"
"2022","Homicide","20 to 24","Missouri","109","422,799","25.78","--","4,693"
"2022","Homicide","20 to 24","Montana","--","78,328","--","--","--"
"2022","Homicide","20 to 24","Nebraska","--","143,207","--","--","--"
"2022","Homicide","20 to 24","Nevada","22","196,076","11.22","--","946"
"2022","Homicide","20 to 24","New Hampshire","--","87,504","--","--","--"
"2022","Homicide","20 to 24","New Jersey","40","577,013","6.93","--","1,701"
"2022","Homicide","20 to 24","New Mexico","19**","149,790","12.68**","--","822"
"2022","Homicide","20 to 24","New York","83","1,304,457","6.36","--","3,556"
"2022","Homicide","20 to 24","North Carolina","132","747,739","17.65","--","5,728"
"2022","Homicide","20 to 24","North Dakota","--","65,051","--","--","--"
"2022","Homicide","20 to 24","Ohio","127","777,891","16.33","--","5,459"
"2022","Homicide","20 to 24","Oklahoma","30","296,925","10.10","--","1,289"
"2022","Homicide","20 to 24","Oregon","14**","272,409","5.14**","--","599"
"2022","Homicide","20 to 24","Pennsylvania","133","841,180","15.81","--","5,733"
"2022","Homicide","20 to 24","Rhode Island","--","77,626","--","--","--"
"2022","Homicide","20 to 24","South Carolina","88","353,606","24.89","--","3,800"
"2022","Homicide","20 to 24","South Dakota","--","63,065","--","--","--"
"2022","Homicide","20 to 24","Tennessee","105","477,085","22.01","--","4,514"
"2022","Homicide","20 to 24","Texas","271","2,191,176","12.37","--","11,658"
"2022","Homicide","20 to 24","Utah","--","299,076","--","--","--"
"2022","Homicide","20 to 24","Vermont","--","45,899","--","--","--"
"2022","Homicide","20 to 24","Virginia","103","595,826","17.29","--","4,449"
"2022","Homicide","20 to 24","Washington","33","502,795","6.56","--","1,411"
"2022","Homicide","20 to 24","West Virginia","--","116,076","--","--","--"
"2022","Homicide","20 to 24","Wisconsin","35","411,840","8.50","--","1,497"
"2022","Homicide","20 to 24","Wyoming","--","39,334","--","--","--"
"2022","Homicide","25 to 29","Alabama","95","321,108","29.59","--","3,626"
"2022","Homicide","25 to 29","Alaska","--","54,405","--","--","--"
"2022","Homicide","25 to 29","Arizona","61","507,896","12.01","--","2,321"
"2022","Homicide","25 to 29","Arkansas","32","194,823","16.43","--","1,218"
"2022","Homicide","25 to 29","California","262","2,757,767","9.50","--","9,915"
"2022","Homicide","25 to 29","Colorado","41","444,634","9.22","--","1,559"
"2022","Homicide","25 to 29","Connecticut","17**","223,861","7.59**","--","645"
"2022","Homicide","25 to 29","Delaware","--","60,472","--","--","--"
"2022","Homicide","25 to 29","District of Columbia","21","70,708","29.70","--","793"
"2022","Homicide","25 to 29","Florida","175","1,341,451","13.05","--","6,662"
"2022","Homicide","25 to 29","Georgia","150","741,285","20.24","--","5,703"
"2022","Homicide","25 to 29","Hawaii","--","91,699","--","--","--"
"2022","Homicide","25 to 29","Idaho","--","124,278","--","--","--"
"2022","Homicide","25 to 29","Illinois","199","836,897","23.78","--","7,578"
"2022","Homicide","25 to 29","Indiana","77","445,837","17.27","--","2,935"
"2022","Homicide","25 to 29","Iowa","--","199,645","--","--","--"
"2022","Homicide","25 to 29","Kansas","16**","188,748","8.48**","--","620"
"2022","Homicide","25 to 29","Kentucky","42","292,630","14.35","--","1,601"
"2022","Homicide","25 to 29","Louisiana","116","292,626","39.64","--","4,404"
"2022","Homicide","25 to 29","Maine","--","80,262","--","--","--"
"2022","Homicide","25 to 29","Maryland","89","385,067","23.11","--","3,388"
"2022","Homicide","25 to 29","Massachusetts","22","480,930","4.57","--","834"
"2022","Homicide","25 to 29","Michigan","98","650,018","15.08","--","3,703"
"2022","Homicide","25 to 29","Minnesota","20**","361,725","5.53**","--","752"
"2022","Homicide","25 to 29","Mississippi","81","185,234","43.73","--","3,060"
"2022","Homicide","25 to 29","Missouri","73","398,664","18.31","--","2,776"
"2022","Homicide","25 to 29","Montana","--","72,428","--","--","--"
"2022","Homicide","25 to 29","Nebraska","--","126,392","--","--","--"
"2022","Homicide","25 to 29","Nevada","29","219,682","13.20","--","1,106"
"2022","Homicide","25 to 29","New Hampshire","--","87,017","--","--","--"
"2022","Homicide","25 to 29","New Jersey","42","576,945","7.28","--","1,599"
"2022","Homicide","25 to 29","New Mexico","24","136,599","17.57","--","911"
"2022","Homicide","25 to 29","New York","81","1,354,760","5.98","--","3,061"
"2022","Homicide","25 to 29","North Carolina","121","703,747","17.19","--","4,607"
"2022","Homicide","25 to 29","North Dakota","--","53,924","--","--","--"
"2022","Homicide","25 to 29","Ohio","109","759,426","14.35","--","4,145"
"2022","Homicide","25 to 29","Oklahoma","22","266,610","8.25","--","833"
"2022","Homicide","25 to 29","Oregon","18**","282,649","6.37**","--","684"
"2022","Homicide","25 to 29","Pennsylvania","128","806,508","15.87","--","4,871"
"2022","Homicide","25 to 29","Rhode Island","--","72,497","--","--","--"
"2022","Homicide","25 to 29","South Carolina","79","327,556","24.12","--","2,997"
"2022","Homicide","25 to 29","South Dakota","--","56,692","--","--","--"
"2022","Homicide","25 to 29","Tennessee","83","482,576","17.20","--","3,149"
"2022","Homicide","25 to 29","Texas","277","2,133,941","12.98","--","10,499"
"2022","Homicide","25 to 29","Utah","--","258,368","--","--","--"
"2022","Homicide","25 to 29","Vermont","--","37,631","--","--","--"
"2022","Homicide","25 to 29","Virginia","85","575,734","14.76","--","3,248"
"2022","Homicide","25 to 29","Washington","41","561,023","7.31","--","1,560"
"2022","Homicide","25 to 29","West Virginia","11**","104,864","10.49**","--","423"
"2022","Homicide","25 to 29","Wisconsin","37","367,885","10.06","--","1,408"
"2022","Homicide","25 to 29","Wyoming","--","35,040","--","--","--"
"2022","Homicide","30 to 34","Alabama","80","336,797","23.75","--","2,657"
"2022","Homicide","30 to 34","Alaska","--","58,834","--","--","--"
"2022","Homicide","30 to 34","Arizona","63","510,436","12.34","--","2,092"
"2022","Homicide","30 to 34","Arkansas","41","202,275","20.27","--","1,350"
"2022","Homicide","30 to 34","California","277","2,989,584","9.27","--","9,171"
"2022","Homicide","30 to 34","Colorado","36","470,847","7.65","--","1,187"
"2022","Homicide","30 to 34","Connecticut","21","229,622","9.15","--","690"
"2022","Homicide","30 to 34","Delaware","--","67,758","--","--","--"
"2022","Homicide","30 to 34","District of Columbia","25","74,859","33.40","--","830"
"2022","Homicide","30 to 34","Florida","160","1,463,892","10.93","--","5,275"
"2022","Homicide","30 to 34","Georgia","138","769,946","17.92","--","4,574"
"2022","Homicide","30 to 34","Hawaii","--","98,834","--","--","--"
"2022","Homicide","30 to 34","Idaho","--","126,925","--","--","--"
"2022","Homicide","30 to 34","Illinois","193","859,855","22.45","--","6,438"
"2022","Homicide","30 to 34","Indiana","66","451,643","14.61","--","2,187"
"2022","Homicide","30 to 34","Iowa","--","198,591","--","--","--"
"2022","Homicide","30 to 34","Kansas","19**","187,602","10.13**","--","632"
"2022","Homicide","30 to 34","Kentucky","39","299,923","13.00","--","1,279"
"2022","Homicide","30 to 34","Louisiana","88","316,550","27.80","--","2,930"
"2022","Homicide","30 to 34","Maine","--","87,921","--","--","--"
"2022","Homicide","30 to 34","Maryland","88","424,098","20.75","--","2,908"
"2022","Homicide","30 to 34","Massachusetts","23","492,707","4.67","--","751"
"2022","Homicide","30 to 34","Michigan","105","668,476","15.71","--","3,483"
"2022","Homicide","30 to 34","Minnesota","26","378,963","6.86","--","854"
"2022","Homicide","30 to 34","Mississippi","58","190,837","30.39","--","1,919"
"2022","Homicide","30 to 34","Missouri","90","413,129","21.79","--","2,970"
"2022","Homicide","30 to 34","Montana","--","74,433","--","--","--"
"2022","Homicide","30 to 34","Nebraska","--","125,454","--","--","--"
"2022","Homicide","30 to 34","Nevada","28","239,425","11.70","--","929"
"2022","Homicide","30 to 34","New Jersey","40","611,609","6.54","--","1,321"
"2022","Homicide","30 to 34","New Mexico","40","141,737","28.22","--","1,331"
"2022","Homicide","30 to 34","New York","80","1,412,771","5.66","--","2,653"
"2022","Homicide","30 to 34","North Carolina","114","733,732","15.54","--","3,746"
