"Year","Age Group","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2004","0 to 4","Tennessee","--","388,506","--","--","--"
"2004","0 to 4","Texas","--","1,795,044","--","--","--"
"2004","0 to 4","Utah","0**","230,418","0.00**","--","--"
"2004","0 to 4","Vermont","0**","33,044","0.00**","--","--"
"2004","0 to 4","Virginia","--","493,461","--","--","--"
"2004","0 to 4","Washington","--","401,883","--","--","--"
"2004","0 to 4","West Virginia","0**","103,576","0.00**","--","--"
"2004","0 to 4","Wisconsin","--","349,102","--","--","--"
"2004","0 to 4","Wyoming","0**","32,665","0.00**","--","--"
"2004","5 to 9","Alabama","0**","297,554","0.00**","--","--"
"2004","5 to 9","Alaska","0**","47,995","0.00**","--","--"
"2004","5 to 9","Arizona","--","393,245","--","--","--"
"2004","5 to 9","Arkansas","--","183,762","--","--","--"
"2004","5 to 9","California","12**","2,486,084","0.48**","--","698"
"2004","5 to 9","Colorado","0**","301,885","0.00**","--","--"
"2004","5 to 9","Connecticut","0**","232,092","0.00**","--","--"
"2004","5 to 9","Delaware","0**","52,309","0.00**","--","--"
"2004","5 to 9","District of Columbia","0**","27,748","0.00**","--","--"
"2004","5 to 9","Florida","--","1,013,054","--","--","--"
"2004","5 to 9","Georgia","--","610,599","--","--","--"
"2004","5 to 9","Hawaii","0**","77,604","0.00**","--","--"
"2004","5 to 9","Idaho","--","102,760","--","--","--"
"2004","5 to 9","Illinois","--","862,340","--","--","--"
"2004","5 to 9","Indiana","0**","430,003","0.00**","--","--"
"2004","5 to 9","Iowa","--","192,347","--","--","--"
"2004","5 to 9","Kansas","--","189,166","--","--","--"
"2004","5 to 9","Kentucky","0**","270,177","0.00**","--","--"
"2004","5 to 9","Louisiana","0**","311,293","0.00**","--","--"
"2004","5 to 9","Maine","0**","76,805","0.00**","--","--"
"2004","5 to 9","Maryland","--","362,768","--","--","--"
"2004","5 to 9","Massachusetts","0**","395,380","0.00**","--","--"
"2004","5 to 9","Michigan","--","685,321","--","--","--"
"2004","5 to 9","Minnesota","--","339,509","--","--","--"
"2004","5 to 9","Mississippi","0**","201,879","0.00**","--","--"
"2004","5 to 9","Missouri","--","378,177","--","--","--"
"2004","5 to 9","Montana","0**","57,603","0.00**","--","--"
"2004","5 to 9","Nebraska","0**","118,118","0.00**","--","--"
"2004","5 to 9","Nevada","0**","160,036","0.00**","--","--"
"2004","5 to 9","New Hampshire","0**","82,435","0.00**","--","--"
"2004","5 to 9","New Jersey","--","574,101","--","--","--"
"2004","5 to 9","New Mexico","0**","129,024","0.00**","--","--"
"2004","5 to 9","New York","0**","1,212,272","0.00**","--","--"
"2004","5 to 9","North Carolina","--","555,015","--","--","--"
"2004","5 to 9","North Dakota","--","39,155","--","--","--"
"2004","5 to 9","Ohio","--","763,304","--","--","--"
"2004","5 to 9","Oklahoma","--","234,422","--","--","--"
"2004","5 to 9","Oregon","0**","226,474","0.00**","--","--"
"2004","5 to 9","Pennsylvania","--","754,754","--","--","--"
"2004","5 to 9","Rhode Island","0**","65,871","0.00**","--","--"
"2004","5 to 9","South Carolina","--","270,258","--","--","--"
"2004","5 to 9","South Dakota","0**","51,800","0.00**","--","--"
"2004","5 to 9","Tennessee","--","386,113","--","--","--"
"2004","5 to 9","Texas","--","1,637,863","--","--","--"
"2004","5 to 9","Utah","0**","203,697","0.00**","--","--"
"2004","5 to 9","Vermont","0**","36,348","0.00**","--","--"
"2004","5 to 9","Virginia","--","475,629","--","--","--"
"2004","5 to 9","Washington","--","404,440","--","--","--"
"2004","5 to 9","West Virginia","0**","103,541","0.00**","--","--"
"2004","5 to 9","Wisconsin","0**","358,123","0.00**","--","--"
"2004","5 to 9","Wyoming","0**","31,954","0.00**","--","--"
"2004","10 to 14","Alabama","--","326,228","--","--","--"
"2004","10 to 14","Alaska","--","56,357","--","--","--"
"2004","10 to 14","Arizona","10**","418,167","2.39**","--","524"
"2004","10 to 14","Arkansas","--","195,097","--","--","--"
"2004","10 to 14","California","28","2,799,010","1.00","--","1,451"
"2004","10 to 14","Colorado","--","324,457","--","--","--"
"2004","10 to 14","Connecticut","0**","254,589","0.00**","--","--"
"2004","10 to 14","Delaware","--","59,034","--","--","--"
"2004","10 to 14","District of Columbia","--","33,268","--","--","--"
"2004","10 to 14","Florida","11**","1,149,995","0.96**","--","572"
"2004","10 to 14","Georgia","--","659,778","--","--","--"
"2004","10 to 14","Hawaii","0**","88,085","0.00**","--","--"
"2004","10 to 14","Idaho","--","109,000","--","--","--"
"2004","10 to 14","Illinois","--","932,571","--","--","--"
"2004","10 to 14","Indiana","--","458,100","--","--","--"
"2004","10 to 14","Iowa","--","210,069","--","--","--"
"2004","10 to 14","Kansas","--","200,231","--","--","--"
"2004","10 to 14","Kentucky","0**","287,818","0.00**","--","--"
"2004","10 to 14","Louisiana","--","341,716","--","--","--"
"2004","10 to 14","Maine","0**","90,119","0.00**","--","--"
"2004","10 to 14","Maryland","--","413,112","--","--","--"
"2004","10 to 14","Massachusetts","--","438,525","--","--","--"
"2004","10 to 14","Michigan","--","766,696","--","--","--"
"2004","10 to 14","Minnesota","--","372,735","--","--","--"
"2004","10 to 14","Mississippi","--","221,924","--","--","--"
"2004","10 to 14","Missouri","--","417,069","--","--","--"
"2004","10 to 14","Montana","0**","65,968","0.00**","--","--"
"2004","10 to 14","Nebraska","--","127,717","--","--","--"
"2004","10 to 14","Nevada","--","168,641","--","--","--"
"2004","10 to 14","New Hampshire","0**","94,723","0.00**","--","--"
"2004","10 to 14","New Jersey","--","622,552","--","--","--"
"2004","10 to 14","New Mexico","--","146,363","--","--","--"
"2004","10 to 14","New York","--","1,358,837","--","--","--"
"2004","10 to 14","North Carolina","13**","600,811","2.16**","--","680"
"2004","10 to 14","North Dakota","--","43,684","--","--","--"
"2004","10 to 14","Ohio","--","835,264","--","--","--"
"2004","10 to 14","Oklahoma","--","251,632","--","--","--"
"2004","10 to 14","Oregon","--","246,098","--","--","--"
"2004","10 to 14","Pennsylvania","12**","867,742","1.38**","--","624"
"2004","10 to 14","Rhode Island","0**","73,730","0.00**","--","--"
"2004","10 to 14","South Carolina","--","302,629","--","--","--"
"2004","10 to 14","South Dakota","--","56,536","--","--","--"
"2004","10 to 14","Tennessee","--","415,299","--","--","--"
"2004","10 to 14","Texas","25","1,745,932","1.43","--","1,298"
"2004","10 to 14","Utah","--","197,157","--","--","--"
"2004","10 to 14","Vermont","0**","43,881","0.00**","--","--"
"2004","10 to 14","Virginia","10**","523,857","1.91**","--","520"
"2004","10 to 14","Washington","--","446,477","--","--","--"
"2004","10 to 14","West Virginia","0**","115,103","0.00**","--","--"
"2004","10 to 14","Wisconsin","--","400,900","--","--","--"
"2004","10 to 14","Wyoming","--","36,332","--","--","--"
"2004","15 to 19","Alabama","44","325,095","13.54","--","2,086"
"2004","15 to 19","Alaska","20**","54,609","36.62**","--","950"
"2004","15 to 19","Arizona","64","402,508","15.90","--","3,040"
"2004","15 to 19","Arkansas","12**","195,713","6.13**","--","564"
"2004","15 to 19","California","430","2,616,866","16.43","--","20,387"
"2004","15 to 19","Colorado","46","326,646","14.08","--","2,167"
"2004","15 to 19","Connecticut","11**","242,118","4.54**","--","517"
"2004","15 to 19","Delaware","--","59,679","--","--","--"
"2004","15 to 19","District of Columbia","37","37,805","97.87","--","1,760"
"2004","15 to 19","Florida","94","1,135,477","8.28","--","4,431"
"2004","15 to 19","Georgia","72","637,028","11.30","--","3,405"
"2004","15 to 19","Hawaii","0**","83,420","0.00**","--","--"
"2004","15 to 19","Idaho","13**","110,861","11.73**","--","617"
"2004","15 to 19","Illinois","136","905,172","15.03","--","6,461"
"2004","15 to 19","Indiana","46","456,485","10.08","--","2,182"
"2004","15 to 19","Iowa","15**","220,413","6.81**","--","714"
"2004","15 to 19","Kansas","19**","209,161","9.08**","--","895"
"2004","15 to 19","Kentucky","41","284,360","14.42","--","1,925"
"2004","15 to 19","Louisiana","80","350,733","22.81","--","3,757"
"2004","15 to 19","Maine","10**","94,105","10.63**","--","473"
"2004","15 to 19","Maryland","64","391,663","16.34","--","3,052"
"2004","15 to 19","Massachusetts","30","450,717","6.66","--","1,410"
"2004","15 to 19","Michigan","88","740,672","11.88","--","4,173"
"2004","15 to 19","Minnesota","35","381,756","9.17","--","1,649"
"2004","15 to 19","Mississippi","39","222,108","17.56","--","1,863"
"2004","15 to 19","Missouri","50","419,842","11.91","--","2,385"
"2004","15 to 19","Montana","12**","71,542","16.77**","--","569"
"2004","15 to 19","Nebraska","14**","133,763","10.47**","--","658"
"2004","15 to 19","Nevada","23","149,806","15.35","--","1,087"
"2004","15 to 19","New Hampshire","--","94,783","--","--","--"
"2004","15 to 19","New Jersey","45","571,069","7.88","--","2,133"
"2004","15 to 19","New Mexico","26","149,741","17.36","--","1,235"
"2004","15 to 19","New York","84","1,341,862","6.26","--","3,971"
"2004","15 to 19","North Carolina","54","591,449","9.13","--","2,557"
"2004","15 to 19","North Dakota","--","52,541","--","--","--"
"2004","15 to 19","Ohio","72","821,803","8.76","--","3,430"
"2004","15 to 19","Oklahoma","24","260,984","9.20","--","1,146"
"2004","15 to 19","Oregon","17**","248,790","6.83**","--","807"
"2004","15 to 19","Pennsylvania","118","890,614","13.25","--","5,601"
"2004","15 to 19","Rhode Island","--","80,581","--","--","--"
"2004","15 to 19","South Carolina","35","307,970","11.37","--","1,657"
"2004","15 to 19","South Dakota","--","61,308","--","--","--"
"2004","15 to 19","Tennessee","63","404,445","15.58","--","2,970"
"2004","15 to 19","Texas","201","1,714,959","11.72","--","9,514"
"2004","15 to 19","Utah","14**","207,942","6.73**","--","671"
"2004","15 to 19","Vermont","--","48,941","--","--","--"
"2004","15 to 19","Virginia","60","525,374","11.42","--","2,846"
"2004","15 to 19","Washington","44","442,830","9.94","--","2,093"
"2004","15 to 19","West Virginia","13**","119,335","10.89**","--","620"
"2004","15 to 19","Wisconsin","40","415,552","9.63","--","1,904"
"2004","15 to 19","Wyoming","--","39,553","--","--","--"
"2004","20 to 24","Alabama","89","326,749","27.24","--","3,811"
"2004","20 to 24","Alaska","13**","51,010","25.49**","--","569"
"2004","20 to 24","Arizona","135","411,699","32.79","--","5,788"
"2004","20 to 24","Arkansas","40","197,763","20.23","--","1,716"
"2004","20 to 24","California","557","2,636,763","21.12","--","23,973"
"2004","20 to 24","Colorado","54","338,785","15.94","--","2,317"
"2004","20 to 24","Connecticut","28","204,471","13.69","--","1,200"
"2004","20 to 24","Delaware","10**","57,528","17.38**","--","423"
"2004","20 to 24","District of Columbia","33","51,436","64.16","--","1,415"
"2004","20 to 24","Florida","208","1,125,385","18.48","--","8,940"
"2004","20 to 24","Georgia","130","650,185","19.99","--","5,586"
"2004","20 to 24","Hawaii","--","95,485","--","--","--"
"2004","20 to 24","Idaho","11**","107,204","10.26**","--","473"
"2004","20 to 24","Illinois","181","893,225","20.26","--","7,778"
"2004","20 to 24","Indiana","84","455,140","18.46","--","3,595"
"2004","20 to 24","Iowa","27","221,553","12.19","--","1,168"
"2004","20 to 24","Kansas","40","210,364","19.02","--","1,718"
"2004","20 to 24","Kentucky","53","302,230","17.54","--","2,290"
"2004","20 to 24","Louisiana","186","363,077","51.23","--","8,005"
"2004","20 to 24","Maine","13**","78,022","16.66**","--","553"
"2004","20 to 24","Maryland","138","358,278","38.52","--","5,902"
"2004","20 to 24","Massachusetts","45","428,705","10.50","--","1,941"
"2004","20 to 24","Michigan","132","693,534","19.03","--","5,665"
"2004","20 to 24","Minnesota","52","361,326","14.39","--","2,246"
"2004","20 to 24","Mississippi","49","226,445","21.64","--","2,096"
"2004","20 to 24","Missouri","81","414,298","19.55","--","3,451"
"2004","20 to 24","Montana","14**","68,169","20.54**","--","609"
"2004","20 to 24","Nebraska","17**","132,785","12.80**","--","734"
"2004","20 to 24","Nevada","36","155,891","23.09","--","1,551"
"2004","20 to 24","New Hampshire","--","79,850","--","--","--"
"2004","20 to 24","New Jersey","79","507,651","15.56","--","3,396"
"2004","20 to 24","New Mexico","45","142,365","31.61","--","1,946"
"2004","20 to 24","New York","174","1,311,375","13.27","--","7,503"
"2004","20 to 24","North Carolina","149","595,941","25.00","--","6,389"
"2004","20 to 24","North Dakota","--","60,444","--","--","--"
"2004","20 to 24","Ohio","135","775,499","17.41","--","5,808"
"2004","20 to 24","Oklahoma","57","278,008","20.50","--","2,454"
"2004","20 to 24","Oregon","40","249,676","16.02","--","1,707"
"2004","20 to 24","Pennsylvania","167","810,936","20.59","--","7,188"
"2004","20 to 24","Rhode Island","10**","78,101","12.80**","--","434"
"2004","20 to 24","South Carolina","70","305,918","22.88","--","3,013"
"2004","20 to 24","South Dakota","--","59,448","--","--","--"
"2004","20 to 24","Tennessee","92","414,552","22.19","--","3,915"
"2004","20 to 24","Texas","265","1,735,056","15.27","--","11,422"
"2004","20 to 24","Utah","31","241,484","12.84","--","1,345"
"2004","20 to 24","Vermont","--","42,773","--","--","--"
"2004","20 to 24","Virginia","109","537,407","20.28","--","4,699"
"2004","20 to 24","Washington","56","442,838","12.65","--","2,389"
"2004","20 to 24","West Virginia","23","123,968","18.55","--","1,004"
"2004","20 to 24","Wisconsin","61","394,437","15.47","--","2,650"
"2004","20 to 24","Wyoming","--","40,438","--","--","--"
"2004","25 to 29","Alabama","71","283,864","25.01","--","2,709"
"2004","25 to 29","Alaska","13**","42,738","30.42**","--","498"
"2004","25 to 29","Arizona","107","398,820","26.83","--","4,098"
"2004","25 to 29","Arkansas","38","178,555","21.28","--","1,438"
"2004","25 to 29","California","425","2,552,577","16.65","--","16,246"
"2004","25 to 29","Colorado","54","326,122","16.56","--","2,064"
"2004","25 to 29","Connecticut","21","192,328","10.92","--","811"
"2004","25 to 29","Delaware","--","53,304","--","--","--"
"2004","25 to 29","District of Columbia","27","52,960","50.98","--","1,042"
"2004","25 to 29","Florida","170","1,024,559","16.59","--","6,478"
"2004","25 to 29","Georgia","131","619,009","21.16","--","4,983"
"2004","25 to 29","Hawaii","--","84,549","--","--","--"
"2004","25 to 29","Idaho","10**","90,505","11.05**","--","380"
"2004","25 to 29","Illinois","123","855,707","14.37","--","4,702"
"2004","25 to 29","Indiana","71","393,661","18.04","--","2,714"
"2004","25 to 29","Iowa","13**","168,708","7.71**","--","494"
"2004","25 to 29","Kansas","31","164,576","18.84","--","1,170"
"2004","25 to 29","Kentucky","53","266,871","19.86","--","2,021"
"2004","25 to 29","Louisiana","131","298,790","43.84","--","5,010"
"2004","25 to 29","Maine","--","68,695","--","--","--"
"2004","25 to 29","Maryland","99","347,459","28.49","--","3,793"
"2004","25 to 29","Massachusetts","23","413,687","5.56","--","871"
"2004","25 to 29","Michigan","130","593,967","21.89","--","4,963"
"2004","25 to 29","Minnesota","36","323,044","11.14","--","1,374"
"2004","25 to 29","Mississippi","67","183,472","36.52","--","2,549"
"2004","25 to 29","Missouri","77","354,963","21.69","--","2,929"
"2004","25 to 29","Montana","--","50,145","--","--","--"
"2004","25 to 29","Nebraska","--","107,354","--","--","--"
"2004","25 to 29","Nevada","50","167,694","29.82","--","1,900"
"2004","25 to 29","New Hampshire","--","66,250","--","--","--"
"2004","25 to 29","New Jersey","70","527,910","13.26","--","2,687"
"2004","25 to 29","New Mexico","26","120,629","21.55","--","1,001"
"2004","25 to 29","New York","115","1,294,342","8.89","--","4,385"
"2004","25 to 29","North Carolina","118","564,173","20.92","--","4,498"
"2004","25 to 29","North Dakota","--","35,776","--","--","--"
"2004","25 to 29","Ohio","108","709,581","15.22","--","4,119"
"2004","25 to 29","Oklahoma","32","223,161","14.34","--","1,212"
"2004","25 to 29","Oregon","25","234,034","10.68","--","949"
"2004","25 to 29","Pennsylvania","147","716,593","20.51","--","5,591"
"2004","25 to 29","Rhode Island","--","66,436","--","--","--"
"2004","25 to 29","South Carolina","66","272,755","24.20","--","2,509"
"2004","25 to 29","South Dakota","11**","45,508","24.17**","--","418"
"2004","25 to 29","Tennessee","95","389,250","24.41","--","3,652"
"2004","25 to 29","Texas","280","1,602,338","17.47","--","10,649"
"2004","25 to 29","Utah","25","195,505","12.79","--","941"
"2004","25 to 29","Vermont","--","30,992","--","--","--"
"2004","25 to 29","Virginia","70","485,215","14.43","--","2,653"
"2004","25 to 29","Washington","42","405,034","10.37","--","1,616"
"2004","25 to 29","West Virginia","19**","106,941","17.77**","--","734"
"2004","25 to 29","Wisconsin","32","325,685","9.83","--","1,220"
