"Year","Sex","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2003","Females","New Jersey","55","4,421,964","1.24","1.28","1,490"
"2003","Females","New Mexico","40","952,303","4.20","4.35","987"
"2003","Females","New York","88","9,917,810","0.89","0.88","2,472"
"2003","Females","North Carolina","158","4,313,901","3.66","3.61","3,805"
"2003","Females","North Dakota","--","318,896","--","--","--"
"2003","Females","Ohio","103","5,868,535","1.76","1.76","2,621"
"2003","Females","Oklahoma","63","1,777,723","3.54","3.59","1,668"
"2003","Females","Oregon","47","1,788,805","2.63","2.50","961"
"2003","Females","Pennsylvania","138","6,377,894","2.16","2.20","3,440"
"2003","Females","Rhode Island","--","555,590","--","--","--"
"2003","Females","South Carolina","109","2,133,967","5.11","5.00","2,462"
"2003","Females","South Dakota","10**","383,633","2.61**","2.74**","280"
"2003","Females","Tennessee","143","3,000,983","4.77","4.73","3,536"
"2003","Females","Texas","390","11,095,953","3.52","3.56","9,894"
"2003","Females","Utah","28","1,175,867","2.38","2.44","786"
"2003","Females","Vermont","--","314,206","--","--","--"
"2003","Females","Virginia","119","3,757,780","3.17","3.06","2,875"
"2003","Females","Washington","80","3,065,739","2.61","2.55","1,829"
"2003","Females","West Virginia","42","925,835","4.54","4.42","954"
"2003","Females","Wisconsin","55","2,766,901","1.99","2.01","1,410"
"2003","Females","Wyoming","--","249,128","--","--","--"
"2002","Males","Alabama","612","2,165,719","28.26","28.73","15,039"
"2002","Males","Alaska","93","332,710","27.95","29.11","2,597"
"2002","Males","Arizona","834","2,692,038","30.98","31.16","21,873"
"2002","Males","Arkansas","377","1,322,688","28.50","28.63","9,532"
"2002","Males","California","3,004","17,373,381","17.29","17.64","82,590"
"2002","Males","Colorado","438","2,261,741","19.37","19.78","10,871"
"2002","Males","Connecticut","136","1,678,249","8.10","8.35","3,378"
"2002","Males","Delaware","67","391,517","17.11","17.11","1,792"
"2002","Males","District of Columbia","173","270,012","64.07","55.80","6,508"
"2002","Males","Florida","1,581","8,147,636","19.40","18.97","33,868"
"2002","Males","Georgia","958","4,180,322","22.92","24.19","24,678"
"2002","Males","Hawaii","30","623,421","4.81","4.69","593"
"2002","Males","Idaho","147","671,686","21.89","23.17","3,283"
"2002","Males","Illinois","1,113","6,137,659","18.13","17.93","33,005"
"2002","Males","Indiana","611","3,022,625","20.21","20.35","15,629"
"2002","Males","Iowa","174","1,442,784","12.06","11.97","3,798"
"2002","Males","Kansas","228","1,341,637","16.99","17.13","5,400"
"2002","Males","Kentucky","457","2,002,652","22.82","23.15","10,132"
"2002","Males","Louisiana","750","2,181,743","34.38","34.32","22,302"
"2002","Males","Maine","77","631,734","12.19","12.40","1,504"
"2002","Males","Maryland","555","2,625,192","21.14","21.81","16,887"
"2002","Males","Massachusetts","192","3,097,770","6.20","6.15","5,160"
"2002","Males","Michigan","956","4,915,539","19.45","19.87","24,950"
"2002","Males","Minnesota","277","2,487,730","11.14","11.30","6,882"
"2002","Males","Mississippi","409","1,383,269","29.57","30.20","11,039"
"2002","Males","Missouri","606","2,764,349","21.92","22.12","15,024"
"2002","Males","Montana","115","454,955","25.28","25.10","2,577"
"2002","Males","Nebraska","122","853,489","14.29","14.49","2,651"
"2002","Males","Nevada","316","1,104,027","28.62","29.40","7,305"
"2002","Males","New Hampshire","67","625,409","10.71","10.94","1,297"
"2002","Males","New Jersey","377","4,153,842","9.08","9.38","9,511"
"2002","Males","New Mexico","264","913,453","28.90","30.00","6,414"
"2002","Males","New York","901","9,234,873","9.76","9.68","25,692"
"2002","Males","North Carolina","959","4,076,022","23.53","23.78","22,812"
"2002","Males","North Dakota","54","319,151","16.92","16.83","1,167"
"2002","Males","Ohio","936","5,548,504","16.87","17.24","22,052"
"2002","Males","Oklahoma","373","1,720,000","21.69","21.79","8,822"
"2002","Males","Oregon","320","1,742,298","18.37","18.82","6,647"
"2002","Males","Pennsylvania","1,053","5,967,199","17.65","17.74","28,083"
"2002","Males","Rhode Island","49","512,905","9.55","9.44","1,390"
"2002","Males","South Carolina","474","1,996,726","23.74","24.08","12,092"
"2002","Males","South Dakota","56","377,692","14.83","15.13","1,086"
"2002","Males","Tennessee","748","2,824,045","26.49","26.72","17,963"
"2002","Males","Texas","1,935","10,775,672","17.96","18.95","49,065"
"2002","Males","Utah","180","1,165,962","15.44","17.21","4,725"
"2002","Males","Vermont","56","302,483","18.51","18.74","955"
"2002","Males","Virginia","680","3,573,178","19.03","19.76","16,258"
"2002","Males","Washington","494","3,015,607","16.38","17.01","10,291"
"2002","Males","West Virginia","239","881,573","27.11","26.97","5,438"
"2002","Males","Wisconsin","394","2,693,465","14.63","14.67","9,759"
"2002","Males","Wyoming","81","252,232","32.11","33.37","1,919"
"2002","Females","Alabama","112","2,314,370","4.84","4.87","2,846"
"2002","Females","Alaska","34","309,560","10.98","10.65","993"
"2002","Females","Arizona","134","2,704,217","4.96","4.97","3,043"
"2002","Females","Arkansas","64","1,383,239","4.63","4.73","1,521"
"2002","Females","California","406","17,498,462","2.32","2.32","10,617"
"2002","Females","Colorado","79","2,228,665","3.55","3.50","1,947"
"2002","Females","Connecticut","11**","1,780,500","0.62**","0.63**","300"
"2002","Females","Delaware","--","414,652","--","--","--"
"2002","Females","District of Columbia","22","303,146","7.26","6.58","860"
"2002","Females","Florida","305","8,541,734","3.57","3.54","6,662"
"2002","Females","Georgia","175","4,327,934","4.04","3.98","4,346"
"2002","Females","Hawaii","--","616,192","--","--","--"
"2002","Females","Idaho","16**","668,686","2.39**","2.46**","340"
"2002","Females","Illinois","118","6,387,897","1.85","1.84","3,364"
"2002","Females","Indiana","112","3,133,342","3.57","3.58","2,883"
"2002","Females","Iowa","27","1,491,450","1.81","1.83","867"
"2002","Females","Kansas","40","1,371,898","2.92","2.88","1,008"
"2002","Females","Kentucky","87","2,087,223","4.17","4.14","2,110"
"2002","Females","Louisiana","126","2,315,524","5.44","5.45","3,458"
"2002","Females","Maine","11**","664,226","1.66**","1.61**","221"
"2002","Females","Maryland","60","2,815,197","2.13","2.15","1,579"
"2002","Females","Massachusetts","12**","3,319,436","0.36**","0.36**","299"
"2002","Females","Michigan","136","5,100,171","2.67","2.72","4,111"
"2002","Females","Minnesota","29","2,531,205","1.15","1.15","755"
"2002","Females","Mississippi","83","1,475,412","5.63","5.73","2,346"
"2002","Females","Missouri","90","2,910,476","3.09","3.13","2,010"
"2002","Females","Montana","19**","456,712","4.16**","4.30**","408"
"2002","Females","Nebraska","18**","874,803","2.06**","2.23**","467"
"2002","Females","Nevada","54","1,069,764","5.05","4.89","1,252"
"2002","Females","New Hampshire","--","643,680","--","--","--"
"2002","Females","New Jersey","38","4,398,801","0.86","0.86","884"
"2002","Females","New Mexico","40","941,856","4.25","4.22","1,277"
"2002","Females","New York","93","9,902,927","0.94","0.93","2,585"
"2002","Females","North Carolina","177","4,250,179","4.17","4.10","4,148"
"2002","Females","North Dakota","--","319,017","--","--","--"
"2002","Females","Ohio","133","5,859,385","2.27","2.26","3,052"
"2002","Females","Oklahoma","79","1,769,080","4.47","4.47","1,944"
"2002","Females","Oregon","54","1,771,126","3.05","3.03","1,250"
"2002","Females","Pennsylvania","167","6,363,832","2.62","2.66","4,165"
"2002","Females","Rhode Island","--","553,090","--","--","--"
"2002","Females","South Carolina","92","2,111,069","4.36","4.35","2,344"
"2002","Females","South Dakota","--","382,328","--","--","--"
"2002","Females","Tennessee","157","2,971,873","5.28","5.22","3,885"
"2002","Females","Texas","366","10,914,653","3.35","3.39","9,508"
"2002","Females","Utah","27","1,158,853","2.33","2.49","797"
"2002","Females","Vermont","--","312,959","--","--","--"
"2002","Females","Virginia","126","3,713,695","3.39","3.34","3,229"
"2002","Females","Washington","74","3,036,742","2.44","2.36","1,672"
"2002","Females","West Virginia","32","923,841","3.46","3.51","701"
"2002","Females","Wisconsin","52","2,751,697","1.89","1.92","1,316"
"2002","Females","Wyoming","14**","247,785","5.65**","5.40**","240"
"2001","Males","Alabama","609","2,158,138","28.22","28.59","15,742"
"2001","Males","Alaska","81","328,166","24.68","24.66","2,356"
"2001","Males","Arizona","722","2,631,801","27.43","27.55","18,799"
"2001","Males","Arkansas","346","1,314,726","26.32","26.52","8,542"
"2001","Males","California","2,811","17,185,235","16.36","16.82","76,225"
"2001","Males","Colorado","433","2,229,982","19.42","20.80","10,100"
"2001","Males","Connecticut","177","1,663,876","10.64","10.89","4,244"
"2001","Males","Delaware","59","386,350","15.27","15.56","1,470"
"2001","Males","District of Columbia","163","270,764","60.20","52.15","6,078"
"2001","Males","Florida","1,530","7,984,190","19.16","18.66","31,696"
"2001","Males","Georgia","939","4,120,876","22.79","23.65","25,163"
"2001","Males","Hawaii","40","616,759","6.49","6.29","1,027"
"2001","Males","Idaho","142","661,919","21.45","22.50","3,445"
"2001","Males","Illinois","1,152","6,118,002","18.83","18.77","34,277"
"2001","Males","Indiana","600","3,007,602","19.95","20.20","15,593"
"2001","Males","Iowa","176","1,439,710","12.23","12.21","4,211"
"2001","Males","Kansas","223","1,336,196","16.69","16.70","6,377"
"2001","Males","Kentucky","451","1,991,261","22.65","22.95","10,607"
"2001","Males","Louisiana","660","2,169,812","30.42","31.06","18,690"
"2001","Males","Maine","82","626,035","13.10","12.69","1,355"
"2001","Males","Maryland","551","2,594,827","21.24","21.75","16,885"
"2001","Males","Massachusetts","185","3,085,067","6.00","6.05","4,891"
"2001","Males","Michigan","954","4,901,831","19.46","19.80","26,104"
"2001","Males","Minnesota","283","2,468,647","11.46","11.69","6,884"
"2001","Males","Mississippi","423","1,379,508","30.66","31.10","11,203"
"2001","Males","Missouri","655","2,745,666","23.86","24.09","17,218"
"2001","Males","Montana","137","452,278","30.29","31.33","2,995"
"2001","Males","Nebraska","126","848,628","14.85","15.02","3,036"
"2001","Males","Nevada","290","1,067,549","27.17","27.96","6,550"
"2001","Males","New Hampshire","79","618,105","12.78","13.32","1,856"
"2001","Males","New Jersey","336","4,122,739","8.15","8.38","9,273"
"2001","Males","New Mexico","227","901,303","25.19","26.45","5,316"
"2001","Males","New York","975","9,204,125","10.59","10.48","28,860"
"2001","Males","North Carolina","945","4,022,805","23.49","23.51","23,537"
"2001","Males","North Dakota","42","319,275","13.16","13.54","890"
"2001","Males","Ohio","898","5,533,713","16.23","16.62","21,029"
"2001","Males","Oklahoma","422","1,707,048","24.72","25.07","9,995"
"2001","Males","Oregon","300","1,720,048","17.44","17.68","6,013"
"2001","Males","Pennsylvania","1,015","5,944,575","17.07","17.11","26,087"
"2001","Males","Rhode Island","41","508,168","8.07","8.08","1,162"
"2001","Males","South Carolina","449","1,975,032","22.73","22.74","11,722"
"2001","Males","South Dakota","47","376,435","12.49","12.36","1,194"
"2001","Males","Tennessee","716","2,802,368","25.55","25.71","17,768"
"2001","Males","Texas","1,979","10,588,432","18.69","19.63","51,411"
"2001","Males","Utah","194","1,144,533","16.95","19.09","5,092"
"2001","Males","Vermont","48","300,444","15.98","16.90","942"
"2001","Males","Virginia","641","3,532,976","18.14","18.72","16,343"
"2001","Males","Washington","420","2,983,642","14.08","14.64","8,998"
"2001","Males","West Virginia","214","877,838","24.38","23.92","3,793"
"2001","Males","Wisconsin","430","2,673,188","16.09","16.18","10,977"
"2001","Males","Wyoming","62","249,330","24.87","24.53","1,507"
"2001","Females","Alabama","128","2,309,496","5.54","5.51","2,797"
"2001","Females","Alaska","14**","305,521","4.58**","4.37**","490"
"2001","Females","Arizona","120","2,641,676","4.54","4.62","2,929"
"2001","Females","Arkansas","66","1,376,845","4.79","4.76","1,303"
"2001","Females","California","389","17,294,223","2.25","2.26","9,856"
"2001","Females","Colorado","77","2,195,705","3.51","3.47","1,922"
"2001","Females","Connecticut","14**","1,768,959","0.79**","0.80**","357"
"2001","Females","Delaware","17**","409,349","4.15**","4.03**","352"
"2001","Females","District of Columbia","--","303,740","--","--","--"
"2001","Females","Florida","286","8,372,776","3.42","3.33","5,899"
"2001","Females","Georgia","185","4,256,162","4.35","4.34","4,375"
"2001","Females","Hawaii","--","609,189","--","--","--"
"2001","Females","Idaho","33","658,043","5.02","5.13","685"
"2001","Females","Illinois","137","6,370,443","2.15","2.15","3,813"
"2001","Females","Indiana","129","3,120,158","4.13","4.16","3,370"
"2001","Females","Iowa","15**","1,492,287","1.01**","0.98**","308"
"2001","Females","Kansas","44","1,365,966","3.22","3.37","1,101"
"2001","Females","Kentucky","73","2,076,871","3.52","3.51","1,841"
"2001","Females","Louisiana","121","2,308,063","5.24","5.28","3,438"
"2001","Females","Maine","16**","659,657","2.43**","2.49**","416"
"2001","Females","Maryland","56","2,779,864","2.01","2.03","1,783"
"2001","Females","Massachusetts","--","3,312,567","--","--","--"
"2001","Females","Michigan","123","5,089,289","2.42","2.44","3,087"
"2001","Females","Minnesota","41","2,514,149","1.63","1.65","1,203"
"2001","Females","Mississippi","79","1,473,486","5.36","5.47","2,012"
"2001","Females","Missouri","89","2,895,476","3.07","3.04","1,997"
"2001","Females","Montana","23","454,683","5.06","5.18","571"
"2001","Females","Nebraska","14**","871,208","1.61**","1.66**","295"
"2001","Females","Nevada","55","1,030,850","5.34","5.37","1,468"
"2001","Females","New Hampshire","12**","637,412","1.88**","1.86**","308"
"2001","Females","New Jersey","34","4,369,932","0.78","0.77","761"
"2001","Females","New Mexico","47","930,387","5.05","5.15","1,292"
"2001","Females","New York","93","9,878,713","0.94","0.96","2,912"
"2001","Females","North Carolina","148","4,187,317","3.53","3.51","3,654"
"2001","Females","North Dakota","--","319,787","--","--","--"
"2001","Females","Ohio","131","5,853,691","2.24","2.26","3,208"
"2001","Females","Oklahoma","67","1,760,052","3.81","3.82","1,443"
"2001","Females","Oregon","58","1,747,889","3.32","3.25","1,172"
"2001","Females","Pennsylvania","157","6,354,395","2.47","2.53","3,797"
"2001","Females","Rhode Island","--","548,974","--","--","--"
"2001","Females","South Carolina","115","2,089,963","5.50","5.46","2,742"
"2001","Females","South Dakota","--","381,537","--","--","--"
"2001","Females","Tennessee","129","2,948,421","4.38","4.27","2,853"
"2001","Females","Texas","371","10,731,190","3.46","3.49","9,465"
"2001","Females","Utah","35","1,139,182","3.07","3.39","874"
"2001","Females","Vermont","--","311,779","--","--","--"
"2001","Females","Virginia","130","3,665,386","3.55","3.48","3,375"
"2001","Females","Washington","90","3,002,080","3.00","2.96","2,117"
"2001","Females","West Virginia","37","923,643","4.01","3.83","711"
"2001","Females","Wisconsin","45","2,733,647","1.65","1.65","1,244"
"2001","Females","Wyoming","--","245,327","--","--","--"
"Total","","","823,204","7,186,028,477","11.46","11.26","19,879,094"
"","","","","","","",""
"Injury Outcome: Fatal","","","","","","",""
"Injury Type: All Injury","","","","","","",""
"Data Years: 2001 to 2023","","","","","","",""
"Geography: United States","","","","","","",""
"Intent: All Intents","","","","","","",""
"Mechanism: Firearm","","","","","","",""
"Age: All Ages","","","","","","",""
"Sex: All Sexes","","","","","","",""
"Race: All Races","","","","","","",""
"Ethnicity: All Ethnicities","","","","","","",""
"Metro / Non-Metro Indicator: None Selected","","","","","","",""
"YPLL Age: 65","","","","","","",""
"Year and Race Options: 2001 - 2023 with No Race","","","","","","",""
"Notation: indicates suppressed value (based on <20 unweighted count, <1,200 weighted count, or coefficient of variation of the estimate >30%);","","","","","","",""
"--* indicates secondary suppression.","","","","","","",""
"Rows showing totals and sub-totals will not be available when only one row in the results table is suppressed.","","","","","","",""
"Reports for All Ages include those of unknown age.","","","","","","",""
"Data sources:","","","","","","",""
"National Center for Health Statistics-CDC annual mortality data files for WISQARS Fatal data.","","","","","","",""
"National Electronic Injury Surveillance System-All Injury Program for WISQARS Nonfatal data , an estimated number of hospital visits for injury care that start in an emergency department based on a U.S. nationally representative probability sample of hospitals.","","","","","","",""
"Produced by: National Center for Injury Prevention and Control, CDC.","","","","","","",""
