"Year","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2019","Non-Hispanic","Florida","2,504","15,870,694","15.78","14.99","48,995"
"2019","Non-Hispanic","Georgia","1,624","9,585,940","16.94","16.64","39,355"
"2019","Non-Hispanic","Hawaii","56","1,261,570","4.44","4.48","1,213"
"2019","Non-Hispanic","Idaho","238","1,558,871","15.27","14.79","4,425"
"2019","Non-Hispanic","Illinois","1,238","10,460,774","11.84","11.94","33,242"
"2019","Non-Hispanic","Indiana","918","6,241,323","14.71","14.37","21,928"
"2019","Non-Hispanic","Iowa","284","2,959,172","9.60","9.28","6,074"
"2019","Non-Hispanic","Kansas","360","2,555,630","14.09","13.84","8,210"
"2019","Non-Hispanic","Kentucky","676","4,297,218","15.73","15.32","14,764"
"2019","Non-Hispanic","Louisiana","989","4,410,420","22.42","22.82","26,022"
"2019","Non-Hispanic","Maine","162","1,321,672","12.26","11.61","3,088"
"2019","Non-Hispanic","Maryland","728","5,416,661","13.44","13.54","19,888"
"2019","Non-Hispanic","Massachusetts","204","6,044,538","3.38","3.16","4,419"
"2019","Non-Hispanic","Michigan","1,178","9,451,444","12.46","12.27","27,474"
"2019","Non-Hispanic","Minnesota","456","5,324,190","8.57","8.41","10,251"
"2019","Non-Hispanic","Mississippi","697","2,878,735","24.21","24.60","18,131"
"2019","Non-Hispanic","Missouri","1,214","5,870,639","20.68","20.84","30,434"
"2019","Non-Hispanic","Montana","200","1,026,629","19.48","18.68","3,937"
"2019","Non-Hispanic","Nebraska","198","1,711,446","11.57","10.96","3,950"
"2019","Non-Hispanic","Nevada","424","2,189,257","19.37","17.88","7,640"
"2019","Non-Hispanic","New Hampshire","149","1,305,646","11.41","10.48","2,735"
"2019","Non-Hispanic","New Jersey","331","7,044,967","4.70","4.67","7,899"
"2019","Non-Hispanic","New Mexico","263","1,060,368","24.80","23.01","4,876"
"2019","Non-Hispanic","New York","712","15,728,264","4.53","4.28","15,517"
"2019","Non-Hispanic","North Carolina","1,335","9,478,088","14.09","13.71","31,445"
"2019","Non-Hispanic","North Dakota","91","731,785","12.44","12.66","1,968"
"2019","Non-Hispanic","Ohio","1,541","11,221,304","13.73","13.51","35,563"
"2019","Non-Hispanic","Oklahoma","703","3,518,658","19.98","19.69","15,455"
"2019","Non-Hispanic","Oregon","529","3,649,305","14.50","13.16","9,298"
"2019","Non-Hispanic","Pennsylvania","1,449","11,793,496","12.29","11.78","31,089"
"2019","Non-Hispanic","Rhode Island","40","885,365","4.52","4.39","721"
"2019","Non-Hispanic","South Carolina","979","4,848,413","20.19","20.32","24,320"
"2019","Non-Hispanic","South Dakota","111","848,739","13.08","13.31","2,613"
"2019","Non-Hispanic","Tennessee","1,228","6,438,856","19.07","18.69","27,540"
"2019","Non-Hispanic","Texas","2,794","17,495,457","15.97","15.46","62,173"
"2019","Non-Hispanic","Utah","358","2,744,264","13.05","13.53","8,962"
"2019","Non-Hispanic","Vermont","67","611,128","10.96","9.58","1,207"
"2019","Non-Hispanic","Virginia","987","7,721,540","12.78","12.34","22,372"
"2019","Non-Hispanic","Washington","766","6,612,935","11.58","10.84","14,235"
"2019","Non-Hispanic","West Virginia","299","1,764,111","16.95","16.82","6,286"
"2019","Non-Hispanic","Wisconsin","569","5,406,292","10.53","10.07","11,327"
"2019","Non-Hispanic","Wyoming","130","520,601","24.97","24.16","2,562"
"2019","Hispanic","Alabama","26","220,789","11.78","13.15","815"
"2019","Hispanic","Alaska","--","53,622","--","--","--"
"2019","Hispanic","Arizona","257","2,313,157","11.11","10.74","8,390"
"2019","Hispanic","Arkansas","--","236,539","--","--","--"
"2019","Hispanic","California","899","15,488,144","5.80","5.56","28,835"
"2019","Hispanic","Colorado","134","1,255,050","10.68","10.37","4,303"
"2019","Hispanic","Connecticut","25","601,081","4.16","3.76","887"
"2019","Hispanic","Delaware","--","94,154","--","--","--"
"2019","Hispanic","District of Columbia","--","79,838","--","--","--"
"2019","Hispanic","Florida","367","5,621,362","6.53","6.33","9,749"
"2019","Hispanic","Georgia","71","1,042,080","6.81","6.64","2,447"
"2019","Hispanic","Hawaii","--","154,045","--","--","--"
"2019","Hispanic","Idaho","17**","230,189","7.39**","7.83**","489"
"2019","Hispanic","Illinois","128","2,206,243","5.80","5.39","4,474"
"2019","Hispanic","Indiana","40","489,687","8.17","7.60","1,429"
"2019","Hispanic","Iowa","10**","200,424","4.99**","3.88**","439"
"2019","Hispanic","Kansas","40","357,005","11.20","10.17","1,451"
"2019","Hispanic","Kentucky","--","175,127","--","--","--"
"2019","Hispanic","Louisiana","23","247,865","9.28","9.89","639"
"2019","Hispanic","Maine","--","24,098","--","--","--"
"2019","Hispanic","Maryland","27","638,293","4.23","4.38","901"
"2019","Hispanic","Massachusetts","41","850,345","4.82","4.17","1,434"
"2019","Hispanic","Michigan","38","533,351","7.13","6.51","1,354"
"2019","Hispanic","Minnesota","--","315,863","--","--","--"
"2019","Hispanic","Mississippi","13**","99,492","13.07**","14.92**","384"
"2019","Hispanic","Missouri","34","269,836","12.60","12.87","1,013"
"2019","Hispanic","Montana","--","43,494","--","--","--"
"2019","Hispanic","Nebraska","--","221,125","--","--","--"
"2019","Hispanic","Nevada","66","901,514","7.32","7.10","2,150"
"2019","Hispanic","New Hampshire","--","55,137","--","--","--"
"2019","Hispanic","New Jersey","37","1,846,291","2.00","2.05","1,142"
"2019","Hispanic","New Mexico","205","1,039,266","19.73","19.91","6,302"
"2019","Hispanic","New York","84","3,734,867","2.25","2.11","2,597"
"2019","Hispanic","North Carolina","62","1,023,296","6.06","6.05","2,276"
"2019","Hispanic","North Dakota","--","31,939","--","--","--"
"2019","Hispanic","Ohio","37","475,203","7.79","8.11","1,098"
"2019","Hispanic","Oklahoma","32","442,018","7.24","7.26","1,128"
"2019","Hispanic","Oregon","37","566,811","6.53","6.72","1,122"
"2019","Hispanic","Pennsylvania","91","1,005,387","9.05","8.32","3,219"
"2019","Hispanic","Rhode Island","--","172,793","--","--","--"
"2019","Hispanic","South Carolina","33","309,289","10.67","10.30","1,095"
"2019","Hispanic","South Dakota","--","38,388","--","--","--"
"2019","Hispanic","Tennessee","42","391,469","10.73","11.76","1,215"
"2019","Hispanic","Texas","881","11,491,337","7.67","7.63","27,560"
"2019","Hispanic","Utah","36","459,119","7.84","7.19","1,240"
"2019","Hispanic","Vermont","0**","12,918","0.00**","0.00**","--"
"2019","Hispanic","Virginia","34","835,102","4.07","3.87","1,049"
"2019","Hispanic","Washington","75","1,001,089","7.49","7.52","2,529"
"2019","Hispanic","West Virginia","--","31,152","--","--","--"
"2019","Hispanic","Wisconsin","35","418,289","8.37","8.55","1,150"
"2019","Hispanic","Wyoming","--","59,515","--","--","--"
"2019","Unknown","Alabama","--","--","--","--","--"
"2019","Unknown","Alaska","--","--","--","--","--"
"2019","Unknown","Arizona","19**","--","0.00**","0.00**","135"
"2019","Unknown","Arkansas","--","--","--","--","--"
"2019","Unknown","California","--","--","--","--","--"
"2019","Unknown","Colorado","--","--","--","--","--"
"2019","Unknown","Delaware","--","--","--","--","--"
"2019","Unknown","Florida","--","--","--","--","--"
"2019","Unknown","Illinois","--","--","--","--","--"
"2019","Unknown","Kansas","--","--","--","--","--"
"2019","Unknown","Louisiana","--","--","--","--","--"
"2019","Unknown","Maryland","--","--","--","--","--"
"2019","Unknown","Massachusetts","--","--","--","--","--"
"2019","Unknown","Michigan","--","--","--","--","--"
"2019","Unknown","Missouri","--","--","--","--","--"
"2019","Unknown","Montana","--","--","--","--","--"
"2019","Unknown","New Hampshire","--","--","--","--","--"
"2019","Unknown","New Mexico","--","--","--","--","--"
"2019","Unknown","New York","--","--","--","--","--"
"2019","Unknown","Oklahoma","--","--","--","--","--"
"2019","Unknown","Pennsylvania","--","--","--","--","--"
"2019","Unknown","Rhode Island","--","--","--","--","--"
"2019","Unknown","Texas","--","--","--","--","--"
"2019","Unknown","Virginia","--","--","--","--","--"
"2019","Unknown","Washington","--","--","--","--","--"
"2018","Non-Hispanic","Alabama","1,045","4,676,347","22.35","22.24","25,654"
"2018","Non-Hispanic","Alaska","148","683,255","21.66","21.37","3,920"
"2018","Non-Hispanic","Arizona","889","4,905,324","18.12","16.46","15,526"
"2018","Non-Hispanic","Arkansas","563","2,781,529","20.24","20.14","12,933"
"2018","Non-Hispanic","California","2,066","24,034,728","8.60","7.81","37,726"
"2018","Non-Hispanic","Colorado","728","4,463,014","16.31","15.39","15,504"
"2018","Non-Hispanic","Connecticut","172","2,984,233","5.76","5.31","3,041"
"2018","Non-Hispanic","Delaware","105","875,578","11.99","12.68","2,912"
"2018","Non-Hispanic","District of Columbia","122","625,930","19.49","17.70","4,299"
"2018","Non-Hispanic","Florida","2,516","15,758,581","15.97","15.08","47,705"
"2018","Non-Hispanic","Georgia","1,629","9,503,486","17.14","16.80","39,198"
"2018","Non-Hispanic","Hawaii","53","1,269,852","4.17","3.82","821"
"2018","Non-Hispanic","Idaho","274","1,529,487","17.92","17.43","5,592"
"2018","Non-Hispanic","Illinois","1,245","10,532,060","11.82","11.85","33,294"
"2018","Non-Hispanic","Indiana","940","6,222,878","15.11","15.19","23,083"
"2018","Non-Hispanic","Iowa","274","2,955,274","9.27","8.86","5,486"
"2018","Non-Hispanic","Kansas","385","2,560,705","15.04","15.11","9,080"
"2018","Non-Hispanic","Kentucky","748","4,293,348","17.42","17.09","15,887"
"2018","Non-Hispanic","Louisiana","977","4,422,514","22.09","22.17","25,437"
"2018","Non-Hispanic","Maine","157","1,317,235","11.92","10.32","2,366"
"2018","Non-Hispanic","Maryland","684","5,421,555","12.62","12.52","17,609"
"2018","Non-Hispanic","Massachusetts","214","6,052,070","3.54","3.18","4,019"
"2018","Non-Hispanic","Michigan","1,273","9,465,867","13.45","13.13","28,927"
"2018","Non-Hispanic","Minnesota","424","5,299,580","8.00","8.00","9,916"
"2018","Non-Hispanic","Mississippi","671","2,884,913","23.26","23.30","17,012"
"2018","Non-Hispanic","Missouri","1,276","5,863,076","21.76","21.71","30,811"
"2018","Non-Hispanic","Montana","183","1,019,505","17.95","17.60","3,647"
"2018","Non-Hispanic","Nebraska","174","1,709,633","10.18","9.45","3,221"
"2018","Non-Hispanic","Nevada","454","2,155,384","21.06","20.15","8,688"
"2018","Non-Hispanic","New Hampshire","155","1,302,212","11.90","11.08","2,669"
"2018","Non-Hispanic","New Jersey","361","7,074,026","5.10","5.18","8,630"
"2018","Non-Hispanic","New Mexico","257","1,061,160","24.22","22.60","4,708"
"2018","Non-Hispanic","New York","731","15,815,355","4.62","4.42","16,698"
"2018","Non-Hispanic","North Carolina","1,371","9,398,453","14.59","14.06","31,050"
"2018","Non-Hispanic","North Dakota","83","729,745","11.37","11.10","2,000"
"2018","Non-Hispanic","Ohio","1,524","11,219,513","13.58","13.30","34,693"
"2018","Non-Hispanic","Oklahoma","626","3,511,490","17.83","17.31","13,035"
"2018","Non-Hispanic","Oregon","489","3,630,249","13.47","12.39","8,938"
"2018","Non-Hispanic","Pennsylvania","1,551","11,828,945","13.11","12.59","34,053"
"2018","Non-Hispanic","Rhode Island","35","890,428","3.93","3.68","762"
"2018","Non-Hispanic","South Carolina","878","4,794,923","18.31","18.25","21,758"
"2018","Non-Hispanic","South Dakota","116","842,388","13.77","14.00","3,024"
"2018","Non-Hispanic","Tennessee","1,187","6,399,457","18.55","18.15","28,357"
"2018","Non-Hispanic","Texas","2,691","17,335,295","15.52","14.92","58,018"
"2018","Non-Hispanic","Utah","361","2,707,927","13.33","13.89","8,866"
"2018","Non-Hispanic","Vermont","82","612,243","13.39","12.92","1,580"
"2018","Non-Hispanic","Virginia","991","7,698,019","12.87","12.38","22,608"
"2018","Non-Hispanic","Washington","726","6,555,579","11.08","10.33","14,293"
"2018","Non-Hispanic","West Virginia","340","1,775,872","19.15","18.23","6,227"
"2018","Non-Hispanic","Wisconsin","572","5,398,833","10.60","10.37","12,504"
"2018","Non-Hispanic","Wyoming","119","520,313","22.87","22.37","2,468"
"2018","Hispanic","Alabama","18**","215,281","8.36**","9.32**","492"
"2018","Hispanic","Alaska","--","53,369","--","--","--"
"2018","Hispanic","Arizona","244","2,258,904","10.80","10.33","8,020"
"2018","Hispanic","Arkansas","10**","230,632","4.34**","4.19**","338"
"2018","Hispanic","California","971","15,402,735","6.30","6.12","30,684"
"2018","Hispanic","Colorado","159","1,234,141","12.88","12.71","5,029"
"2018","Hispanic","Connecticut","14**","590,328","2.37**","2.18**","453"
"2018","Hispanic","Delaware","--","91,407","--","--","--"
"2018","Hispanic","District of Columbia","--","78,217","--","--","--"
"2018","Hispanic","Florida","376","5,496,345","6.84","6.71","9,397"
"2018","Hispanic","Georgia","51","1,015,903","5.02","5.02","1,631"
"2018","Hispanic","Hawaii","--","153,250","--","--","--"
"2018","Hispanic","Idaho","20**","222,587","8.99**","9.38**","619"
"2018","Hispanic","Illinois","131","2,192,625","5.98","5.49","4,565"
"2018","Hispanic","Indiana","36","475,603","7.57","7.72","1,133"
"2018","Hispanic","Iowa","--","194,626","--","--","--"
"2018","Hispanic","Kansas","35","352,043","9.94","9.31","1,192"
"2018","Hispanic","Kentucky","14**","170,925","8.19**","8.43**","439"
"2018","Hispanic","Louisiana","12**","241,936","4.96**","4.82**","400"
"2018","Hispanic","Maine","--","22,888","--","--","--"
"2018","Hispanic","Maryland","23","620,598","3.71","3.55","777"
"2018","Hispanic","Massachusetts","41","833,650","4.92","4.25","1,438"
"2018","Hispanic","Michigan","35","521,419","6.71","7.03","1,038"
"2018","Hispanic","Minnesota","12**","309,182","3.88**","3.49**","463"
"2018","Hispanic","Mississippi","--","97,966","--","--","--"
"2018","Hispanic","Missouri","31","262,910","11.79","11.08","1,071"
"2018","Hispanic","Montana","--","42,313","--","--","--"
"2018","Hispanic","Nebraska","--","215,879","--","--","--"
"2018","Hispanic","Nevada","95","875,341","10.85","10.38","3,077"
"2018","Hispanic","New Hampshire","0**","52,852","0.00**","0.00**","--"
"2018","Hispanic","New Jersey","59","1,817,704","3.25","3.24","1,842"
"2018","Hispanic","New Mexico","180","1,032,594","17.43","17.69","5,454"
"2018","Hispanic","New York","83","3,728,743","2.23","2.14","2,525"
"2018","Hispanic","North Carolina","43","992,905","4.33","4.83","1,410"
"2018","Hispanic","North Dakota","--","30,317","--","--","--"
"2018","Hispanic","Ohio","30","461,379","6.50","6.18","1,011"
"2018","Hispanic","Oklahoma","38","431,998","8.80","8.56","1,327"
"2018","Hispanic","Oregon","30","553,289","5.42","5.07","1,099"
"2018","Hispanic","Pennsylvania","101","980,162","10.30","9.48","3,442"
"2018","Hispanic","Rhode Island","--","168,910","--","--","--"
"2018","Hispanic","South Carolina","17**","296,779","5.73**","6.13**","515"
"2018","Hispanic","South Dakota","--","36,998","--","--","--"
"2018","Hispanic","Tennessee","39","378,723","10.30","11.39","1,175"
"2018","Hispanic","Texas","825","11,289,269","7.31","7.19","26,590"
"2018","Hispanic","Utah","36","447,226","8.05","7.69","1,317"
"2018","Hispanic","Vermont","0**","12,559","0.00**","0.00**","--"
"2018","Hispanic","Virginia","38","812,901","4.68","4.31","1,406"
"2018","Hispanic","Washington","83","971,214","8.55","8.08","2,921"
"2018","Hispanic","West Virginia","--","30,081","--","--","--"
"2018","Hispanic","Wisconsin","26","410,486","6.33","7.12","780"
"2018","Hispanic","Wyoming","--","58,741","--","--","--"
"2018","Unknown","Alabama","--","--","--","--","--"
"2018","Unknown","Arizona","14**","--","0.00**","0.00**","134"
"2018","Unknown","California","--","--","--","--","--"
"2018","Unknown","Colorado","--","--","--","--","--"
"2018","Unknown","Florida","10**","--","0.00**","0.00**","266"
"2018","Unknown","Illinois","--","--","--","--","--"
"2018","Unknown","Indiana","--","--","--","--","--"
"2018","Unknown","Iowa","--","--","--","--","--"
"2018","Unknown","Kansas","--","--","--","--","--"
"2018","Unknown","Louisiana","--","--","--","--","--"
"2018","Unknown","Maine","--","--","--","--","--"
"2018","Unknown","Massachusetts","--","--","--","--","--"
"2018","Unknown","Michigan","--","--","--","--","--"
"2018","Unknown","Minnesota","--","--","--","--","--"
"2018","Unknown","Mississippi","--","--","--","--","--"
"2018","Unknown","Missouri","--","--","--","--","--"
"2018","Unknown","Nevada","--","--","--","--","--"
"2018","Unknown","New Mexico","--","--","--","--","--"
"2018","Unknown","New York","--","--","--","--","--"
"2018","Unknown","North Carolina","--","--","--","--","--"
"2018","Unknown","Ohio","--","--","--","--","--"
"2018","Unknown","Oklahoma","--","--","--","--","--"
"2018","Unknown","Pennsylvania","--","--","--","--","--"
"2018","Unknown","Rhode Island","--","--","--","--","--"
"2018","Unknown","Tennessee","--","--","--","--","--"
"2018","Unknown","Texas","--","--","--","--","--"
"2018","Unknown","Virginia","--","--","--","--","--"
"2017","Non-Hispanic","Alabama","1,109","4,669,265","23.75","23.48","26,004"
"2017","Non-Hispanic","Alaska","168","687,978","24.42","24.58","4,558"
"2017","Non-Hispanic","Arizona","869","4,840,768","17.95","16.67","15,670"
"2017","Non-Hispanic","Arkansas","594","2,778,777","21.38","21.08","12,926"
"2017","Non-Hispanic","California","2,181","24,045,863","9.07","8.36","42,080"
"2017","Non-Hispanic","Colorado","640","4,410,245","14.51","13.52","13,294"
"2017","Non-Hispanic","Connecticut","167","3,002,274","5.56","5.45","3,668"
"2017","Non-Hispanic","Delaware","110","869,393","12.65","12.83","2,962"
"2017","Non-Hispanic","District of Columbia","93","620,751","14.98","13.61","3,058"
"2017","Non-Hispanic","Florida","2,416","15,645,794","15.44","14.68","48,169"
"2017","Non-Hispanic","Georgia","1,556","9,428,160","16.50","16.20","38,693"
"2017","Non-Hispanic","Hawaii","37","1,274,119","2.90","2.54","611"
"2017","Non-Hispanic","Idaho","261","1,503,753","17.36","17.10","5,241"
"2017","Non-Hispanic","Illinois","1,369","10,602,758","12.91","13.05","38,846"
"2017","Non-Hispanic","Indiana","987","6,200,943","15.92","15.84","24,662"
"2017","Non-Hispanic","Iowa","290","2,954,491","9.82","9.48","6,217"
"2017","Non-Hispanic","Kansas","429","2,564,605","16.73","16.49","9,936"
