Notes,Year,Year Code,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Age Groups,Age Groups Code,Count,Population,Crude Rate
,1999,1999,Cervix Uteri,27010,Washington,53,45-49 years,45-49,27,224262,12
,1999,1999,Cervix Uteri,27010,West Virginia,54,35-39 years,35-39,17,67386,25.2
,1999,1999,Cervix Uteri,27010,West Virginia,54,40-44 years,40-44,17,72995,23.3
,1999,1999,Cervix Uteri,27010,West Virginia,54,45-49 years,45-49,24,70775,33.9
,1999,1999,Cervix Uteri,27010,West Virginia,54,50-54 years,50-54,17,62101,27.4
,1999,1999,Cervix Uteri,27010,Wisconsin,55,25-29 years,25-29,19,166974,11.4
,1999,1999,Cervix Uteri,27010,Wisconsin,55,30-34 years,30-34,29,185152,15.7
,1999,1999,Cervix Uteri,27010,Wisconsin,55,35-39 years,35-39,33,220291,15
,1999,1999,Cervix Uteri,27010,Wisconsin,55,40-44 years,40-44,36,216734,16.6
,1999,1999,Cervix Uteri,27010,Wisconsin,55,50-54 years,50-54,27,159654,16.9
,1999,1999,Cervix Uteri,27010,Wisconsin,55,55-59 years,55-59,18,125141,14.4
,2000,2000,Cervix Uteri,27010,Alabama,1,30-34 years,30-34,19,152816,12.4
,2000,2000,Cervix Uteri,27010,Alabama,1,35-39 years,35-39,29,172909,16.8
,2000,2000,Cervix Uteri,27010,Alabama,1,40-44 years,40-44,32,177209,18.1
,2000,2000,Cervix Uteri,27010,Alabama,1,45-49 years,45-49,27,162897,16.6
,2000,2000,Cervix Uteri,27010,Alabama,1,50-54 years,50-54,18,147829,12.2
,2000,2000,Cervix Uteri,27010,Alabama,1,55-59 years,55-59,16,118328,13.5
,2000,2000,Cervix Uteri,27010,Alabama,1,60-64 years ,60-64,20,101533,19.7
,2000,2000,Cervix Uteri,27010,Alabama,1,65-69 years,65-69,16,91430,17.5
,2000,2000,Cervix Uteri,27010,Alabama,1,70-74 years,70-74,18,85070,21.2
,2000,2000,Cervix Uteri,27010,Arizona,4,30-34 years,30-34,22,177429,12.4
,2000,2000,Cervix Uteri,27010,Arizona,4,40-44 years,40-44,21,188420,11.1
,2000,2000,Cervix Uteri,27010,Arizona,4,45-49 years,45-49,19,169998,11.2
,2000,2000,Cervix Uteri,27010,Arizona,4,55-59 years,55-59,17,126474,13.4
,2000,2000,Cervix Uteri,27010,Arizona,4,60-64 years ,60-64,18,107632,16.7
,2000,2000,Cervix Uteri,27010,Arkansas,5,35-39 years,35-39,24,100651,23.8
,2000,2000,Cervix Uteri,27010,Arkansas,5,40-44 years,40-44,18,100196,18
,2000,2000,Cervix Uteri,27010,Arkansas,5,45-49 years,45-49,22,93397,23.6
,2000,2000,Cervix Uteri,27010,Arkansas,5,50-54 years,50-54,16,86356,18.5
,2000,2000,Cervix Uteri,27010,California,6,20-24 years,20-24,17,1144388,1.5
,2000,2000,Cervix Uteri,27010,California,6,25-29 years,25-29,81,1229480,6.6
,2000,2000,Cervix Uteri,27010,California,6,30-34 years,30-34,141,1306036,10.8
,2000,2000,Cervix Uteri,27010,California,6,35-39 years,35-39,222,1382911,16.1
,2000,2000,Cervix Uteri,27010,California,6,40-44 years,40-44,244,1333879,18.3
,2000,2000,Cervix Uteri,27010,California,6,45-49 years,45-49,225,1185267,19
,2000,2000,Cervix Uteri,27010,California,6,50-54 years,50-54,189,1030057,18.3
,2000,2000,Cervix Uteri,27010,California,6,55-59 years,55-59,113,761209,14.8
,2000,2000,Cervix Uteri,27010,California,6,60-64 years ,60-64,110,603439,18.2
,2000,2000,Cervix Uteri,27010,California,6,65-69 years,65-69,95,527821,18
,2000,2000,Cervix Uteri,27010,California,6,70-74 years,70-74,83,505873,16.4
,2000,2000,Cervix Uteri,27010,California,6,75-79 years,75-79,60,453297,13.2
,2000,2000,Cervix Uteri,27010,California,6,80-84 years,80-84,53,307966,17.2
,2000,2000,Cervix Uteri,27010,California,6,85+ years,85+,38,293029,13
,2000,2000,Cervix Uteri,27010,Colorado,8,30-34 years,30-34,17,160076,10.6
,2000,2000,Cervix Uteri,27010,Colorado,8,35-39 years,35-39,18,180478,10
,2000,2000,Cervix Uteri,27010,Colorado,8,40-44 years,40-44,31,185344,16.7
,2000,2000,Cervix Uteri,27010,Colorado,8,45-49 years,45-49,21,168545,12.5
,2000,2000,Cervix Uteri,27010,Connecticut,9,40-44 years,40-44,19,147841,12.9
,2000,2000,Cervix Uteri,27010,Connecticut,9,45-49 years,45-49,16,129648,12.3
,2000,2000,Cervix Uteri,27010,Florida,12,25-29 years,25-29,37,489401,7.6
,2000,2000,Cervix Uteri,27010,Florida,12,30-34 years,30-34,81,540874,15
,2000,2000,Cervix Uteri,27010,Florida,12,35-39 years,35-39,149,629834,23.7
,2000,2000,Cervix Uteri,27010,Florida,12,40-44 years,40-44,156,621309,25.1
