"Notes","Year","Year Code","Leading Cancer Sites","Leading Cancer Sites Code","States","States Code",Count,Population,Crude Rate
,"2005","2005","Breast","26000","Kentucky","21",2828,2129658,132.8
,"2005","2005","Breast","26000","Louisiana","22",2662,2263201,117.6
,"2005","2005","Breast","26000","Maine","23",1109,674104,164.5
,"2005","2005","Breast","26000","Maryland","24",3768,2891761,130.3
,"2005","2005","Breast","26000","Massachusetts","25",4977,3309010,150.4
,"2005","2005","Breast","26000","Michigan","26",6993,5114320,136.7
,"2005","2005","Breast","26000","Minnesota","27",3491,2579546,135.3
,"2005","2005","Breast","26000","Mississippi","28",1758,1482601,118.6
,"2005","2005","Breast","26000","Missouri","29",4140,2962870,139.7
,"2005","2005","Breast","26000","Montana","30",699,469780,148.8
,"2005","2005","Breast","26000","Nebraska","31",1202,889468,135.1
,"2005","2005","Breast","26000","Nevada","32",1392,1198846,116.1
,"2005","2005","Breast","26000","New Hampshire","33",1017,657932,154.6
,"2005","2005","Breast","26000","New Jersey","34",6543,4443545,147.2
,"2005","2005","Breast","26000","New Mexico","35",1149,978520,117.4
,"2005","2005","Breast","26000","New York","36",13923,9887467,140.8
,"2005","2005","Breast","26000","North Carolina","37",6058,4457189,135.9
,"2005","2005","Breast","26000","North Dakota","38",459,321543,142.7
,"2005","2005","Breast","26000","Ohio","39",8317,5876703,141.5
,"2005","2005","Breast","26000","Oklahoma","40",2536,1796475,141.2
,"2005","2005","Breast","26000","Oregon","41",2737,1823447,150.1
,"2005","2005","Breast","26000","Pennsylvania","42",9685,6405053,151.2
,"2005","2005","Breast","26000","Rhode Island","44",789,552832,142.7
,"2005","2005","Breast","26000","South Carolina","45",2979,2192345,135.9
,"2005","2005","Breast","26000","South Dakota","46",563,389021,144.7
,"2005","2005","Breast","26000","Tennessee","47",4217,3068439,137.4
,"2005","2005","Breast","26000","Texas","48",12710,11467895,110.8
,"2005","2005","Breast","26000","Utah","49",1093,1224741,89.2
,"2005","2005","Breast","26000","Vermont","50",455,315422,144.3
,"2005","2005","Breast","26000","Virginia","51",5039,3863646,130.4
,"2005","2005","Breast","26000","Washington","53",4554,3145396,144.8
,"2005","2005","Breast","26000","West Virginia","54",1382,927690,149.0
,"2005","2005","Breast","26000","Wisconsin","55",3898,2797061,139.4
,"2005","2005","Breast","26000","Wyoming","56",298,253726,117.4
,"2006","2006","Breast","26000","Alabama","01",3252,2385480,136.3
,"2006","2006","Breast","26000","Alaska","02",371,325121,114.1
,"2006","2006","Breast","26000","Arizona","04",3511,3026134,116.0
,"2006","2006","Breast","26000","Arkansas","05",1849,1438428,128.5
,"2006","2006","Breast","26000","California","06",22218,18097471,122.8
,"2006","2006","Breast","26000","Colorado","08",2945,2352960,125.2
,"2006","2006","Breast","26000","Connecticut","09",2897,1807675,160.3
,"2006","2006","Breast","26000","Delaware","10",604,442766,136.4
